,clean company name,original company names,original row number,company matches,fuzz ratio
271,amerisourcebergen drug,"AmerisourceBergen Drug Corp, Amerisourcebergen Drug Corporation, AmerisourceBergen Drug Corporation (Good Neighbor Pharmacy) 24385","416, 417, 418","['amerisourcebergen drug', 'amerisourcebergen drug', 'amerisourcebergen drug'], ['amerisourcebergen drug', 'amerisourcebergen drug', 'amerisourcebergen drug'], ['amerisourcebergen drug', 'amerisourcebergen drug', 'amerisourcebergen drug']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
272,amerisourcebergen drug corportaion,AmerisourceBergen Drug Corportaion,419,['amerisourcebergen drug corportaion'],[100]
273,amerrisource bergen,Amerrisource Bergen,420,['amerrisource bergen'],[100]
274,amersourcebergen,AmersourceBergen,421,['amersourcebergen'],[100]
275,amgen,"Amgen Inc, Amgen USA Inc.","422, 423","['amgen', 'amgen'], ['amgen', 'amgen']","[100, 100], [100, 100]"
276,ami cosmetic,"AMI Cosmetic Co.,Ltd.",424,['ami cosmetic'],[100]
277,amici,AMICI PHARMACEUTICALS LLC,425,['amici'],[100]
278,amicus therapeutics,"Amicus Therapeutics U.S., Inc.",426,['amicus therapeutics'],[100]
279,amish origins,"Amish Origins, Amish Origins LLC","427, 428","['amish origins', 'amish origins'], ['amish origins', 'amish origins']","[100, 100], [100, 100]"
280,amity medicore,"Amity Holdings, LLC dba Medicore Medical Supply",429,['amity medicore'],[100]
281,ammed,"AmMed, Inc.",430,['ammed'],[100]
282,ammoniasport,"AmmoniaSport, LLC",431,['ammoniasport'],[100]
283,amneal,"Amneal Biosciences, Amneal Biosciences LLC, Amneal Pharmaceuticals, Amneal Pharmaceuticals LLC, Amneal Pharmaceuticals, LLC","432, 433, 434, 435, 440","['amneal', 'amneal', 'amneal', 'amneal', 'amneal'], ['amneal', 'amneal', 'amneal', 'amneal', 'amneal'], ['amneal', 'amneal', 'amneal', 'amneal', 'amneal'], ['amneal', 'amneal', 'amneal', 'amneal', 'amneal'], ['amneal', 'amneal', 'amneal', 'amneal', 'amneal']","[100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100]"
284,amneal new york,"Amneal Pharmaceuticals of New York LLC, Amneal Pharmaceuticals of New York, LLC","437, 438","['amneal new york', 'amneal new york'], ['amneal new york', 'amneal new york']","[100, 100], [100, 100]"
285,amneal ny,"Amneal Pharmaceuticals NY LLC, Amneal Pharmaceuticals of NY LLC","436, 439","['amneal ny', 'amneal ny'], ['amneal ny', 'amneal ny']","[100, 100], [100, 100]"
286,amo oxygen,"AMO Medical Oxygen, Inc.",441,['amo oxygen'],[100]
287,amol private,AMOL PHARMACEUTICALS PRIVATE LIMITED,442,['amol private'],[100]
288,amore energia,"Amore Energia, LLC",443,['amore energia'],[100]
289,amorepacific,"AMOREPACIFIC, AMOREPACIFIC Corporation","444, 445","['amorepacific', 'amorepacific'], ['amorepacific', 'amorepacific']","[100, 100], [100, 100]"
290,amozon,Amozon,446,['amozon'],[100]
291,amp human performance,Amp Human Performance,447,['amp human performance'],[100]
292,ampersand biopharmaceuticals,AmperSand Biopharmaceuticals,448,['ampersand biopharmaceuticals'],[100]
293,amphastar,"Amphastar Pharmaceuticals, Inc.",449,['amphastar'],[100]
294,amring,"Amring Pharmaceuticals Inc., Amring Pharmaceuticals, Inc.","450, 451","['amring', 'amring'], ['amring', 'amring']","[100, 100], [100, 100]"
295,amrutanjan,AMRUTANJAN HEALTH CARE LIMITED,452,['amrutanjan'],[100]
296,amsino,"amsino healthcare (USA) inc, amsino healthcare (usa) inc.","453, 454","['amsino', 'amsino'], ['amsino', 'amsino']","[100, 100], [100, 100]"
297,amtixbio,"Amtixbio Co., Ltd.",455,['amtixbio'],[100]
298,amvilab,Amvilab LLC,456,['amvilab'],[100]
299,amway,Amway Corp,457,['amway'],[100]
300,an,AN Co Ltd.,458,['an'],[100]
301,ana-cool,"Ana-Cool, LLC",459,['ana-cool'],[100]
302,anaconda oxygen&respiratory specialists anaconda oxygen service,Anaconda Oxygen & Respiratory Specialists Inc dba Anaconda Oxygen Service,460,['anaconda oxygen&respiratory specialists anaconda oxygen service'],[100]
303,analgesic asi,Analgesic Services Inc. dba ASI Medical,461,['analgesic asi'],[100]
304,analog,Analog Pharma,462,['analog'],[100]
305,anatomy,"Anatomy Supply Partners, LLc",463,['anatomy'],[100]
306,anbex,Anbex Inc.,464,['anbex'],[100]
307,anc,ANC Products LLC,465,['anc'],[100]
308,ancalima lifesciences,ANCALIMA LIFESCIENCES LIMITED,466,['ancalima lifesciences'],[100]
309,andalou naturals,Andalou naturals,659,['andalou naturals'],[100]
310,andy-oxy,"Andy-Oxy Co., Inc.",660,['andy-oxy'],[100]
311,anesis life,"Anesis Life, LLC",661,['anesis life'],[100]
312,anesthesia service,"Anesthesia Service, Inc.",662,['anesthesia service'],[100]
313,anfei technology,"ANFEI TECHNOLOGY CO., LTD",663,['anfei technology'],[100]
314,anhing,Anhing Corporation,664,['anhing'],[100]
315,anhui dongshengyoubang,"ANHUI DONGSHENGYOUBANG PHARMACEUTICAL CO., LTD.",665,['anhui dongshengyoubang'],[100]
316,ani,"ANI Pharmaceuticals, Inc.",666,['ani'],[100]
317,anila,"Anila, Inc.",667,['anila'],[100]
318,anjon biologics,"Anjon Biologics, Inc",668,['anjon biologics'],[100]
319,ann arbor welding arbor specialty gases,"Ann Arbor Welding Supply Co., Inc. DBA Arbor Specialty Gases",669,['ann arbor welding arbor specialty gases'],[100]
320,antares,"Antares Pharma, Inc.",670,['antares'],[100]
321,antaria,ANTARIA PTY LTD,671,['antaria'],[100]
322,anthony brands,"Anthony Brands LLC, Anthony Brands, Llc","672, 673","['anthony brands', 'anthony brands'], ['anthony brands', 'anthony brands']","[100, 100], [100, 100]"
323,aos,"AOS GROUP INC., THE, AOS Group, INC.","674, 675","['aos', 'aos'], ['aos', 'aos']","[100, 100], [100, 100]"
324,aoss,"AOSS Medical Supply, Inc.",676,['aoss'],[100]
325,ap deauville,"A.P. Deauville, LLC",74,['ap deauville'],[100]
326,ap goldshield,AP GOLDSHIELD LLC,677,['ap goldshield'],[100]
327,apace packaging,"Apace Packaging, LLC",678,['apace packaging'],[100]
328,apache oxy-med,"Apache Oxy-Med, Inc.",679,['apache oxy-med'],[100]
329,apex energetics,Apex Energetics Inc.,680,['apex energetics'],[100]
330,apex sanitation,"APEX Sanitation, LLC",682,['apex sanitation'],[100]
331,apex st peters,Apex of St. Peters,681,['apex st peters'],[100]
332,apex-carex heathcare,APEX-CAREX HEATHCARE PRODUCTS,683,['apex-carex heathcare'],[100]
333,apexel,"Apexel Co., Ltd, APEXEL CO., LTD.","684, 685","['apexel', 'apexel'], ['apexel', 'apexel']","[100, 100], [100, 100]"
334,apharm,"Apharm Co., Ltd.",686,['apharm'],[100]
335,aphena solutions,Aphena Pharma Solutions,687,['aphena solutions'],[100]
336,aphena solutions-tennessee,"Aphena Pharma Solutions - Tennessee, Inc., Aphena Pharma Solutions - Tennessee, LLC","688, 689","['aphena solutions-tennessee', 'aphena solutions-tennessee'], ['aphena solutions-tennessee', 'aphena solutions-tennessee']","[100, 100], [100, 100]"
337,aphena solutions-tennnessee,"Aphena Pharma Solutions - Tennnessee, LLC",690,['aphena solutions-tennnessee'],[100]
338,aplicare,"Aplicare Products LLC, Aplicare Products, LLC, Aplicare Products, LLC., Aplicare, Inc.","691, 692, 693, 694","['aplicare', 'aplicare', 'aplicare', 'aplicare'], ['aplicare', 'aplicare', 'aplicare', 'aplicare'], ['aplicare', 'aplicare', 'aplicare', 'aplicare'], ['aplicare', 'aplicare', 'aplicare', 'aplicare']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
339,apnar,"Apnar Pharma, APNAR PHARMA LP","695, 696","['apnar', 'apnar'], ['apnar', 'apnar']","[100, 100], [100, 100]"
340,apoll beauty,Apoll Health and Beauty Care,697,['apoll beauty'],[100]
341,apollo,Apollo Pharmaceuticals Inc.,701,['apollo'],[100]
342,apollo beauty,"APOLLO HEALTH AND BEAUTY CARE, Apollo Health and Beauty Care Inc., Apollo Health and Beauty Inc.","698, 699, 700","['apollo beauty', 'apollo beauty', 'apollo beauty'], ['apollo beauty', 'apollo beauty', 'apollo beauty'], ['apollo beauty', 'apollo beauty', 'apollo beauty']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
343,apopharma,"ApoPharma USA, Inc.",702,['apopharma'],[100]
344,apotex,"Apotex Corp, Apotex Corp.","703, 704","['apotex', 'apotex'], ['apotex', 'apotex']","[100, 100], [100, 100]"
345,apotheca,"Apotheca Company, Apotheca Inc, Apotheca Inc., Apotheca, Inc, Apotheca, Inc.","705, 706, 707, 708, 709","['apotheca', 'apotheca', 'apotheca', 'apotheca', 'apotheca'], ['apotheca', 'apotheca', 'apotheca', 'apotheca', 'apotheca'], ['apotheca', 'apotheca', 'apotheca', 'apotheca', 'apotheca'], ['apotheca', 'apotheca', 'apotheca', 'apotheca', 'apotheca'], ['apotheca', 'apotheca', 'apotheca', 'apotheca', 'apotheca']","[100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100], [100, 100, 100, 100, 100]"
346,apothecus,"APOTHECUS PHARMACEUTICAL CORP, APOTHECUS PHARMACEUTICAL CORP.","710, 711","['apothecus', 'apothecus'], ['apothecus', 'apothecus']","[100, 100], [100, 100]"
347,appco,Appco Pharma LLC,712,['appco'],[100]
348,apple,"Apple Products, Inc.",713,['apple'],[100]
349,applied maintenance supplies solutions,Applied Maintenance Supplies and Solutions,714,['applied maintenance supplies solutions'],[100]
350,apprendista,"Apprendista, LLC",715,['apprendista'],[100]
351,approved surgical supplies,"Approved Surgical Supplies, Inc.",716,['approved surgical supplies'],[100]
352,aprecia,"Aprecia Pharmaceuticals, LLC",717,['aprecia'],[100]
353,aptapharma,AptaPharma Inc.,718,['aptapharma'],[100]
354,aptevo biotherapeutics,Aptevo BioTherapeutics LLC,719,['aptevo biotherapeutics'],[100]
355,aqua,"Aqua Pharmaceuticals, Aqua Pharmaceuticals, LLC","720, 721","['aqua', 'aqua'], ['aqua', 'aqua']","[100, 100], [100, 100]"
356,aquestive therapeutics,Aquestive Therapeutics,722,['aquestive therapeutics'],[100]
357,aralez,Aralez Pharmaceuticals US Inc.,723,['aralez'],[100]
358,aramis,ARAMIS INC.,724,['aramis'],[100]
359,arbonne,"Arbonne International, LLC",725,['arbonne'],[100]
360,arbor,"Arbor Pharmaceuticals, Arbor Pharmaceuticals, Inc., Arbor Pharmaceuticals, LLC","726, 727, 728","['arbor', 'arbor', 'arbor'], ['arbor', 'arbor', 'arbor'], ['arbor', 'arbor', 'arbor']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
361,arcadia beauty labs,Arcadia Beauty Labs LLC,729,['arcadia beauty labs'],[100]
362,arcet equipment arc gases north,Arcet Equipment Company dba Arc3 Gases North,730,['arcet equipment arc gases north'],[100]
363,ardelyx,"Ardelyx, Inc.",731,['ardelyx'],[100]
364,aretsia,Aretsia Medical Supply,732,['aretsia'],[100]
365,areum,"Areum, Inc.",733,['areum'],[100]
366,areva,"Areva Pharmaceuticals, Areva Pharmaceuticals Inc., Areva Pharmaceuticals, Inc.","734, 735, 736","['areva', 'areva', 'areva'], ['areva', 'areva', 'areva'], ['areva', 'areva', 'areva']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
367,areva pharmaceuticalsinc,"Areva Pharmaceuticals,Inc.",737,['areva pharmaceuticalsinc'],[100]
368,arg labs,ARG LABS,738,['arg labs'],[100]
369,ari biotechnology,"ARI BIOTECHNOLOGY CO., LTD",739,['ari biotechnology'],[100]
370,ari brands,"Ari Brands, Llc",740,['ari brands'],[100]
371,ari&j,ARI&J Inc,742,['ari&j'],[100]
372,ari-med,Ari-Med Pharmaceuticals,741,['ari-med'],[100]
373,ariad,"ARIAD Pharmaceuticals Inc., ARIAD Pharmaceuticals, Inc.","743, 744","['ariad', 'ariad'], ['ariad', 'ariad']","[100, 100], [100, 100]"
374,aries,Aries Pharmaceuticals Inc,745,['aries'],[100]
375,arion perfume&beauty,"Arion Perfume & Beauty, Inc.",746,['arion perfume&beauty'],[100]
376,arise,"Arise Medical LLC, ARISE PHARMACEUTICALS LLC","747, 748","['arise', 'arise'], ['arise', 'arise']","[100, 100], [100, 100]"
377,arize supplements,"Arize Supplements, LLC",749,['arize supplements'],[100]
378,arjolo,"ARJOLO, INC.",750,['arjolo'],[100]
379,arkansas welding,"Arkansas Welding Supply, Inc.",751,['arkansas welding'],[100]
380,armas,Armas Pharmaceuticals Inc.,752,['armas'],[100]
381,armiyou,Armiyou,753,['armiyou'],[100]
382,armscare,"Armscare, Inc.",754,['armscare'],[100]
383,armstrong,"Armstrong Pharmaceuticals, Inc.",755,['armstrong'],[100]
384,army air force exchange service,"Army + Air Force Exchange Service, ARMY AND AIR FORCE EXCHANGE SERVICE","758, 759","['army air force exchange service', 'army air force exchange service'], ['army air force exchange service', 'army air force exchange service']","[100, 100], [100, 100]"
385,army&air force exchange,Army & Air Force Exchange Services,757,['army&air force exchange'],[100]
386,army&air force exchange service,Army & Air Force Exchange Service,756,['army&air force exchange service'],[100]
387,aroma yong,AROMA YONG,760,['aroma yong'],[100]
388,arp,ARP(USA) Pty Ltd,761,['arp'],[100]
389,array biopharma,Array BioPharma Inc.,762,['array biopharma'],[100]
390,arrid extra extra dry,Arrid Extra Extra Dry,763,['arrid extra extra dry'],[100]
391,arsoa honsha,ARSOA HONSHA CORPORATION,764,['arsoa honsha'],[100]
392,artemis bio-solutions,"Artemis Bio-Solutions Co., Artemis Bio-Solutions Inc","765, 766","['artemis bio-solutions', 'artemis bio-solutions'], ['artemis bio-solutions', 'artemis bio-solutions']","[100, 100], [100, 100]"
393,arteriocyte,"Arteriocyte Medical Systems, Inc.",767,['arteriocyte'],[100]
394,artesa labs,"Artesa Labs, LLC",768,['artesa labs'],[100]
395,aru,Aru Pharma Inc.,769,['aru'],[100]
396,aruba aloe balm,"ARUBA ALOE BALM NV, Aruba Aloe Balm, NV","770, 771","['aruba aloe balm', 'aruba aloe balm'], ['aruba aloe balm', 'aruba aloe balm']","[100, 100], [100, 100]"
397,arymar,Arymar Inc.,772,['arymar'],[100]
398,asa universal sonage,ASA Universal Inc. dba: SONAGE,773,['asa universal sonage'],[100]
399,asanuma,ASANUMA CORPORATION,774,['asanuma'],[100]
400,ascend,"Ascend Laboratories LLC, Ascend Laboratories, LLC","775, 776","['ascend', 'ascend'], ['ascend', 'ascend']","[100, 100], [100, 100]"
401,ascend therapeutics,"ASCEND Therapeutics, ASCEND Therapeutics US, LLC","777, 778","['ascend therapeutics', 'ascend therapeutics'], ['ascend therapeutics', 'ascend therapeutics']","[100, 100], [100, 100]"
402,ascension via christi wichita,"Ascension Via Christi Home Medical Wichita, LLC",779,['ascension via christi wichita'],[100]
403,ascent consumer,"ASCENT CONSUMER PRODUCTS, INC.",780,['ascent consumer'],[100]
404,asclemed,"Asclemed USA, Inc, Asclemed USA, Inc.","781, 782","['asclemed', 'asclemed'], ['asclemed', 'asclemed']","[100, 100], [100, 100]"
405,ascot,"Ascot Pharmaceuticals, Inc.",783,['ascot'],[100]
406,asegua therapeutics,Asegua Therapeutics LLC,784,['asegua therapeutics'],[100]
407,ashtel studios,"Ashtel Studios Inc., Ashtel Studios, Inc, Ashtel Studios, Inc.","785, 786, 787","['ashtel studios', 'ashtel studios', 'ashtel studios'], ['ashtel studios', 'ashtel studios', 'ashtel studios'], ['ashtel studios', 'ashtel studios', 'ashtel studios']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
408,ashtel studios brush buddies,"Ashtel Studios, Inc. dba Brush Buddies",788,['ashtel studios brush buddies'],[100]
409,asia nanotech,"Asia Nanotech Co., Ltd.",789,['asia nanotech'],[100]
410,asn,ASN,790,['asn'],[100]
411,aso,"ASO LLC, ASO Pharmaceutical Co. Ltd.","791, 792","['aso', 'aso'], ['aso', 'aso']","[100, 100], [100, 100]"
412,asp cares,ASP Cares,793,['asp cares'],[100]
413,asp global,"ASP Global, LLc",794,['asp global'],[100]
414,aspen air,"Aspen Air U.S., LLC",795,['aspen air'],[100]
415,aspen global,Aspen Global Inc.,796,['aspen global'],[100]
416,aspire brands,ASPIRE BRANDS INC,797,['aspire brands'],[100]
417,aspirus keweenaw equipment,Aspirus Keweenaw Home Medical Equipment,798,['aspirus keweenaw equipment'],[100]
418,assertio therapeutics,"Assertio Therapeutics, Inc.",799,['assertio therapeutics'],[100]
419,associates,"Pharmaceutical Associates, Inc,, Pharmaceutical Associates, Inc.","4978, 4979","['associates', 'associates'], ['associates', 'associates']","[100, 100], [100, 100]"
420,assured dollar tree,"ASSURED / DOLLAR TREE (Greenbrier International, Inc.)",800,['assured dollar tree'],[100]
421,astellas,"Astellas Pharma US Inc., Astellas Pharma US, Inc.","801, 802","['astellas', 'astellas'], ['astellas', 'astellas']","[100, 100], [100, 100]"
422,astrazeneca,AstraZeneca Pharmaceuticals LP,803,['astrazeneca'],[100]
423,at,At Home Medical,804,['at'],[100]
424,atara,Atara Holdings Inc,805,['atara'],[100]
425,atco,Atco International,806,['atco'],[100]
426,atec,"ATEC CO., LTD.",807,['atec'],[100]
427,athena bioscience,"Athena Bioscience, Athena Bioscience, LLC","808, 809","['athena bioscience', 'athena bioscience'], ['athena bioscience', 'athena bioscience']","[100, 100], [100, 100]"
428,athenex division,"Athenex Pharmaceutical Division, LLC.",810,['athenex division'],[100]
429,athletes needs,"Athlete's Needs Inc, Athlete's Needs, Inc.","811, 812","['athletes needs', 'athletes needs'], ['athletes needs', 'athletes needs']","[100, 100], [100, 100]"
430,atland,"Atland Pharmaceuticals, LLC",813,['atland'],[100]
431,atlanta dental advanced dental,The Atlanta Dental Supply Company DBA Advanced Dental Products,6236,['atlanta dental advanced dental'],[100]
432,atlantic biologicals,"ATLANTIC BIOLOGICALS CORP, ATLANTIC BIOLOGICALS CORP.","814, 815","['atlantic biologicals', 'atlantic biologicals'], ['atlantic biologicals', 'atlantic biologicals']","[100, 100], [100, 100]"
433,atlantic biologicals corps,"Atlantic Biologicals Corps, Atlantic Biologicals Corps.","816, 817","['atlantic biologicals corps', 'atlantic biologicals corps'], ['atlantic biologicals corps', 'atlantic biologicals corps']","[100, 100], [100, 100]"
434,atlantic horizon,Atlantic Horizon International Inc.,818,['atlantic horizon'],[100]
435,atlas welding,"Atlas Welding Supply Co Inc., Atlas Welding Supply Co., Inc., Atlas Welding Supply Company, Inc.","819, 820, 821","['atlas welding', 'atlas welding', 'atlas welding'], ['atlas welding', 'atlas welding', 'atlas welding'], ['atlas welding', 'atlas welding', 'atlas welding']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
436,ato ai,ATO AI,822,['ato ai'],[100]
437,atomy,"ATOMY CO., LTD.",823,['atomy'],[100]
438,aton,"Aton Pharma, Inc, Aton Pharma, Inc.","824, 825","['aton', 'aton'], ['aton', 'aton']","[100, 100], [100, 100]"
439,ats,"A.T.S. Laboratories, LLC",75,['ats'],[100]
440,attuned matrix,"Attuned Matrix, LLC",826,['attuned matrix'],[100]
441,aube,Aube. Corporation,827,['aube'],[100]
442,auburn pharmacy,"AuBurn Pharmacy, Inc.",828,['auburn pharmacy'],[100]
443,augusta,Augusta Health dba Care Home Medical,829,['augusta'],[100]
444,aurobindo,Aurobindo Pharma Limited,830,['aurobindo'],[100]
445,aurohealth,Aurohealth LLC,831,['aurohealth'],[100]
446,aurolife,"Aurolife Pharma LLC, Aurolife Pharma, LLC","832, 833","['aurolife', 'aurolife'], ['aurolife', 'aurolife']","[100, 100], [100, 100]"
447,auromedics,AuroMedics Pharma LLC,834,['auromedics'],[100]
