award_id_fain,award_id_uri,sai_number,obligated_amount,non_federal_funding_amount,total_funding_amount,face_value_of_loan,original_subsidy_cost,total_subsidy_cost,total_loan_value,period_of_performance_start_date,period_of_performance_current_end_date,awarding_agency_code,awarding_agency_name,awarding_sub_agency_code,awarding_sub_agency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_duns,recipient_name,recipient_parent_duns,recipient_parent_name,recipient_country_code,recipient_country_name,recipient_address_line_1,recipient_address_line_2,recipient_city_code,recipient_city_name,recipient_county_code,recipient_county_name,recipient_state_code,recipient_state_name,recipient_zip_code,recipient_zip_last_4_code,recipient_congressional_district,recipient_foreign_city_name,recipient_foreign_province_name,recipient_foreign_postal_code,primary_place_of_performance_country_code,primary_place_of_performance_country_name,primary_place_of_performance_code,primary_place_of_performance_city_name,primary_place_of_performance_county_code,primary_place_of_performance_county_name,primary_place_of_performance_state_name,primary_place_of_performance_zip_4,primary_place_of_performance_congressional_district,primary_place_of_performance_foreign_location,cfda_number,cfda_title,assistance_type_code,assistance_type_description,award_description,business_funds_indicator_code,business_funds_indicator_description,business_types_code,business_types_description,record_type_code,record_type_description,last_modified_date
1442027,,SAI EXEMPT,0,0,0,0,,,,9/1/14,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,804355790,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,OFFICE OF CONTRACT & GRANT ADMIN,"9500 GILMAN DRIVE, 0934",39346,LA JOLLA,73,SAN DIEGO,CA,CALIFORNIA,92093,934,49,,,,USA,UNITED STATES,639346,LA JOLLA,73,SAN DIEGO,CALIFORNIA,920930934,49,,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",4,,EAGER: ENABLING DISCOVERY AND SCIENTIFIC COLLABORATION ON HUMAN MEMORY VIA THE WEB-BASED ATLAS AND TISSUE BANK FOR PATIENT H.M.'S BRAIN,NON,,6,,2,,2016-11-30 00:00:00+00
W81XWH1020177,,NO SAI  W81XWH3306,0,0,0,0,,,,9/28/10,10/27/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,110565913,"FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH, THE",,,USA,UNITED STATES,350 COMMUNITY DR,,44897,MANHASSET,59,NASSAU,NY,NEW YORK,11030,3816,,,,,USA,UNITED STATES,3644897,MANHASSET,59,NASSAU,NEW YORK,110303816,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,5,,"THE USE OF NOVEL THERAPIES TO RECONSTITUTE BLOOD CELL PRODUCTION AND PROMOTE ORGAN PERFORMANCE, USING BONE MARROW FAILURE AS A MODEL",,,12,,2,,2016-11-09 00:00:00+00
1565902,,SAI EXEMPT,0,0,0,0,,,,9/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,97394084,GEORGIA TECH RESEARCH CORPORATION,97394084,GEORGIA TECH RESEARCH CORPORATION,USA,UNITED STATES,OFFICE OF SPONSORED PROGRAMS,,4000,ATLANTA,121,FULTON,GA,GEORGIA,30332,420,5,,,,USA,UNITED STATES,1304000,ATLANTA,121,FULTON,GEORGIA,303320002,5,,47.049,MATHEMATICAL AND PHYSICAL SCIENCES,4,,"NONEQUILIBRIUM MOLECULAR DYNAMICS: THEORY, SIMULATIONS AND APPLICATIONS",NON,,6,,2,,2016-11-30 00:00:00+00
1635330,,SAI EXEMPT,0,0,0,0,,,,10/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,804355790,"UNIVERSITY OF CALIFORNIA, SAN DIEGO",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,OFFICE OF CONTRACT & GRANT ADMIN,"9500 GILMAN DRIVE, 0934",39346,LA JOLLA,73,SAN DIEGO,CA,CALIFORNIA,92093,934,49,,,,USA,UNITED STATES,639346,LA JOLLA,73,SAN DIEGO,CALIFORNIA,920930934,49,,47.041,ENGINEERING GRANTS,4,,NANOMANUFACTURING OF HIGH-TEMPERATURE SUPERCONDUCTOR CIRCUITS USING FOCUSED ION BEAMS,NON,,6,,2,,2016-11-30 00:00:00+00
W81XWH1110778,,NO SAI  W81XWH3377,0,0,0,0,,,,9/30/11,10/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,41968306,NEW YORK UNIVERSITY,41968306,NEW YORK UNIVERSITY,USA,UNITED STATES,70 WASHINGTON SQ S,,51000,NEW YORK,61,NEW YORK,NY,NEW YORK,10012,1019,,,,,USA,UNITED STATES,3651000,NEW YORK,61,NEW YORK,NEW YORK,100121019,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,EFFECTIVENESS OF THE NORTH STAR PREVENTION FRAMWORK BY EMBEDDING EVIDENCE-BASED PREVENTION WITHIN THE MILITARY UNIT,,,20,,2,,2016-11-09 00:00:00+00
1603253,,SAI EXEMPT,0,0,0,0,,,,9/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,173862962,"WOODS HOLE RESEARCH CENTER, INC., THE",173862962,"WOODS HOLE RESEARCH CENTER, INC., THE",USA,UNITED STATES,149 WOODS HOLE ROAD,WOODS HOLE RESEARCH CENTER,23105,FALMOUTH,1,BARNSTABLE,MA,MASSACHUSETTS,2540,1644,9,,,,USA,UNITED STATES,2523105,FALMOUTH,1,BARNSTABLE,MASSACHUSETTS,25401644,9,,47.05,GEOSCIENCES,4,,COLLABORATIVE RESEARCH: DETERMINING THE VULNERABILITY AND RESILIENCE OF BOREAL FORESTS AND SHRUBS ACROSS NORTHWESTERN NORTH AMERICA,NON,,12,,2,,2016-11-30 00:00:00+00
F12AC00797,,SAI EXEMPT,0,0,0,0,,,,9/1/12,10/20/16,14,DEPARTMENT OF THE INTERIOR (DOI),1448,U.S. FISH AND WILDLIFE SERVICE,,,,,,,,,159359970,CHELAN DOUGLAS LAND TRUST,,,,,PO BOX 4461,,77105,WENATCHEE,7,CHELAN,WA,WASHINGTON,98807,4461,4,,,,,,5.30E+08,WENATCHEE,,,WASHINGTON,98801,,,15.631,PARTNERS FOR FISH AND WILDLIFE,5,,HORSE LAKE RESERVE SHRUB-STEPPE RESTORATION,NON,,12,,2,,2016-12-20 00:00:00+00
W81XWH1020184,,NO SAI  W81XWH3303,0,0,0,0,,,,9/10/10,6/30/16,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,129991654,SAMUELI INSTITUTE FOR INFORMATION BIOLOGY,,,USA,UNITED STATES,1737 KING ST STE 600,,1000,ALEXANDRIA,510,ALEXANDRIA (CITY),VA,VIRGINIA,22314,2764,,,,,USA,UNITED STATES,5101000,ALEXANDRIA,510,ALEXANDRIA (CITY),VIRGINIA,223142764,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,5,,SPECIAL WARRIOR WELLNESS ACTION TEAM (SWWAT) PROGRAM AT CAMP LEJEUNE,,,12,,2,,2016-11-09 00:00:00+00
R12AP40009,,SAI NOT AVAILABLE,-3,0,-3,0,,,,6/8/12,3/16/16,14,DEPARTMENT OF THE INTERIOR (DOI),1425,BUREAU OF RECLAMATION,,,,,,,,,170230239,UNIVERSITY OF TEXAS AT AUSTIN,42000273,"UNIVERSITY OF TEXAS SYSTEM, THE",,,101 EAST 27TH STREET STE 4308,,5000,AUSTIN,453,TRAVIS,TX,TEXAS,78712,0,25,,,,,,4805000,AUSTIN,,,TEXAS,78712,25,,15.511,CULTURAL RESOURCES MANAGEMENT,2,,INVENTORY AND LONG-TERM CURATION OF ARCHAEOLOGICAL COLLECTIONS WITH THE TEXAS ARCHAEOLOGICAL RESEARCH LABORATORY,NON,,6,,2,,2016-12-20 00:00:00+00
L01AC13731,,SAI EXEMPT,-28,0,-28,0,,,,9/30/01,10/28/16,14,DEPARTMENT OF THE INTERIOR (DOI),1422,BUREAU OF LAND MANAGEMENT,,,,,,,,,785979618,COLORADO STATE UNIVERSITY,948905492,COLORADO STATE UNIVERSITY SYSTEM,,,408 UNIVERSITY SERVICES CENTER,,27425,FORT COLLINS,69,LARIMER,CO,COLORADO,80523,1,4,,,,,,827425,FORT COLLINS,,,COLORADO,805230001,4,,15.231,"FISH, WILDLIFE AND PLANT CONSERVATION RESOURCE MANAGEMENT",5,,ENDANGERED SPECIES INFO SHARING,NON,,6,,2,,2016-12-20 00:00:00+00
DESC0007371,,SAI EXEMPT,0,0,0,0,,,,1/15/12,1/14/15,89,DEPARTMENT OF ENERGY (DOE),8900,DEPARTMENT OF ENERGY,,,,,,,,,847205572,TEXAS ENGINEERING EXPERIMENT STATION,847205572,TEXAS A&M ENGINEERING EXPERIMENT STATION,,,1470 WILLIAM D. FITCH PKWY,,15976,COLLEGE STATION,41,BRAZOS,TX,TEXAS,77845,4645,17,,,,,,4815976,COLLEGE STATION,,,TEXAS,778454645,17,,81.049,OFFICE OF SCIENCE FINANCIAL ASSISTANCE PROGRAM,4,,THE TEXAS A&M INTERDISCIPLINARY RADIOISOTOPE PRODUCTION AND RADIOCHEMISTRY PROGRAM,NON,,6,,2,,2016-11-03 00:00:00+00
1564659,,SAI EXEMPT,0,0,0,0,,,,7/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,57123192,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM,57123192,TEMPLE UNIVERSITY-OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION,USA,UNITED STATES,3340 N. BROAD STREET,"SFC, SUITE 427",60000,PHILADELPHIA,101,PHILADELPHIA,PA,PENNSYLVANIA,19140,5104,2,,,,USA,UNITED STATES,4260000,PHILADELPHIA,101,PHILADELPHIA,PENNSYLVANIA,191226018,2,,47.074,BIOLOGICAL SCIENCES,4,,ABI DEVELOPMENT: IMPROVED TOOLS FOR POPULATION GENOMICS,NON,,20,,2,,2016-11-30 00:00:00+00
1554194,,SAI EXEMPT,0,0,0,0,,,,8/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,3387891,UNIVERSITY OF TENNESSEE,3387891,UNIVERSITY OF TENNESSEE,USA,UNITED STATES,1 CIRCLE PARK,,40000,KNOXVILLE,93,KNOX,TN,TENNESSEE,37996,3,2,,,,USA,UNITED STATES,4740000,KNOXVILLE,93,KNOX,TENNESSEE,379960003,2,,47.041,ENGINEERING GRANTS,4,,CAREER: INVESTIGATING THE ENGINEERING EXPANSIVE LEARNING SPACES FOR BOYS OF COLOR,NON,,6,,2,,2016-11-30 00:00:00+00
W81XWH1210577,,NO SAI  W81XWH3376,0,0,0,0,,,,9/30/12,9/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,933863508,VETERANS MEDICAL RESEARCH FOUNDATION OF SAN D,,,USA,UNITED STATES,3350 LA JOLLA VILLAGE DR STE 151A,,66000,SAN DIEGO,73,SAN DIEGO,CA,CALIFORNIA,92161,2,,,,,USA,UNITED STATES,666000,SAN DIEGO,73,SAN DIEGO,CALIFORNIA,921610002,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,"A RANDOMIZED, CONTROLLED TRIAL OF MEDITATION COMPARED TO EXPOSURE THERAPY AND EDUCATION CONTROL ON TSD IN VETERANS",,,12,,2,,2016-11-09 00:00:00+00
W81XWH1110842,,SAIEXEMPT,0,0,0,,,,,9/30/11,3/29/17,97,DEPARTMENT OF DEFENSE (DOD),2100,DEPARTMENT OF THE ARMY,W81XWH,W4PZ USA MED RSCH ACQUIS ACT,,,,,,,941884009,UNIVERSITY OF TENNESSEE,3387891,UNIVERSITY OF TENNESSEE,USA,UNITED STATES,62 S DUNLAP STREET RM 300,,48000,MEMPHIS,157,SHELBY,TN,TENNESSEE,38103,4903,9,,,,USA,UNITED STATES,TN48000,MEMPHIS,157,SHELBY,TENNESSEE,38103-4903,9,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,PROJECT GRANT (B),NANOFIBER BASED BONE REPAIR DEVISE FOR LIMB SALVAGE,NON,NOT RECOVERY ACT,H,PUBLIC/STATE CONTROLLED INSTITUTION OF HIGHER EDUCATION,2,NON-AGGREGATE RECORD,2018-09-23 23:52:18.128199+00
W81XWH1210578,,NO SAI  W81XWH3268,0,0,0,0,,,,9/30/12,9/29/17,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,30811269,"BRIGHAM AND WOMEN'S HOSPITAL, INC, THE",825636988,"PARTNERS HEALTHCARE SYSTEM, INC",USA,UNITED STATES,75 FRANCIS ST,,7000,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2115,6110,,,,,USA,UNITED STATES,2507000,BOSTON,25,SUFFOLK,MASSACHUSETTS,21156110,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,TARGETING AUTOPHAGY FOR THE TREATMENT OF TSC AND LAM,,,12,,2,,2016-11-09 00:00:00+00
2.01142E+13,,SAI EXEMPT,-23,0,-23,0,,,,9/1/11,8/31/14,12,DEPARTMENT OF AGRICULTURE (USDA),12H3,NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,,,,,,,,3137015,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVER,3133790,,USA,UNITED STATES,"300 TURNER ST NW, SUITE 4200",,7784,BLACKSBURG,121,MONTGOMERY,VA,VIRGINIA,24061,6100,9,,,,USA,UNITED STATES,5107784,BLACKSBURG,121,MONTGOMERY,VIRGINIA,240610001,9,,10.5,COOPERATIVE EXTENSION SERVICE,4,,VIRGINIA IPM PROGRAM,NON,,6,,2,,2016-11-08 00:00:00+00
W81XWH1310097,,SAIEXEMPT,-32,0,-32,,,,,5/1/13,2/29/16,97,DEPARTMENT OF DEFENSE (DOD),2100,DEPARTMENT OF THE ARMY,W81XWH,W4PZ USA MED RSCH ACQUIS ACT,,,,,,,1962224,WAYNE STATE UNIVERSITY,1962224,WAYNE STATE UNIVERSITY,USA,UNITED STATES,5057 WOODWARD 13 FLOOR,,22000,DETROIT,163,WAYNE,MI,MICHIGAN,48202,1,13,,,,USA,UNITED STATES,MI22000,DETROIT,163,WAYNE,MICHIGAN,48202-1347,13,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,4,,THE ARYL HYDROCARBON RECEPTOR AS A NOVEL DETERMINANT TO THE RESPONSE OF NF1 MALIGNANT PERIPHERAL NERVE SHEATH TUMOR CELLS TO INHIBITION OF MAP KINASE,NON,,H,,2,,2018-04-18 21:56:31.665478+00
R11AC81533,,SAI NOT AVAILABLE,-150,0,-150,0,,,,9/29/11,10/31/15,14,DEPARTMENT OF THE INTERIOR (DOI),1425,BUREAU OF RECLAMATION,,,,,,,,,92530369,"UNIVERSITY OF CALIFORNIA, LOS ANGEL ES",71549000,"CALIFORNIA, STATE OF",,,11000 KINROSS AVE STE 102,,44000,LOS ANGELES,37,LOS ANGELES,CA,CALIFORNIA,90095,0,33,,,,,,644000,LOS ANGELES,,,CALIFORNIA,90095,33,,15.506,WATER DESALINATION RESEARCH AND DEVELOPMENT,5,,AGRICULTURAL DRAINAGE WATER WITH SMART INTEGRATED MEMBRANE SYSTEMS (SIMS),NON,,6,,2,,2016-12-20 00:00:00+00
W81XWH1220061,,NO SAI  W81XWH3345,-424,0,-424,0,,,,7/9/12,1/8/14,97,DEPARTMENT OF DEFENSE (DOD),9700,DEPARTMENT OF DEFENSE,,,,,,,,,59007500,UNIVERSITY OF DELAWARE,59007500,UNIVERSITY OF DELAWARE,USA,UNITED STATES,220 HULLIHEN HALL,,50670,NEWARK,3,NEW CASTLE,DE,DELAWARE,19716,99,,,,,USA,UNITED STATES,1050670,NEWARK,3,NEW CASTLE,DELAWARE,197160099,,,12.42,MILITARY MEDICAL RESEARCH AND DEVELOPMENT,5,,DESIGNAND SYNTHESIS OF BIFUNCTIONAL OXIDE REACTIVATORS OF OP-INHIBITED CHOLINESTERASE,,,20,,2,,2016-11-09 00:00:00+00
2.01551E+13,,SAI EXEMPT,-711,0,-711,0,,,,9/1/15,8/31/16,12,DEPARTMENT OF AGRICULTURE (USDA),12H3,NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,,,,,,,,604591925,"REGENTS OF THE UNIVERSITY OF CALIFORNIA, THE",71549000,"CALIFORNIA, STATE OF",USA,UNITED STATES,"1111 FRANKLIN ST, 6TH FL",,53000,OAKLAND,1,ALAMEDA,CA,CALIFORNIA,94607,5201,13,,,,USA,UNITED STATES,653000,OAKLAND,1,ALAMEDA,CALIFORNIA,946070000,13,,10.307,ORGANIC AGRICULTURE RESEARCH AND EXTENSION INITIATIVE,4,,ORGANIC AGRICULTURE RESEARCH SYMPOSIUM,NON,,6,,2,,2016-11-08 00:00:00+00
P12AC11102,,SAI EXEMPT,-1568,0,-1568,0,,,,8/3/12,6/1/13,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,40245227,"STUDENT CONSERVATION ASSOCIATION, I C., THE",40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",,,689 RIVER RD,,11300,CHARLESTOWN (CENSUS N,19,SULLIVAN,NH,NEW HAMPSHIRE,3603,0,2,,,,,,5167000,RICHMOND,,,VIRGINIA,23223,3,,15.931,CONSERVATION ACTIVITIES BY YOUTH SERVICE ORGANIZATIONS,5,,YOUTH AGREEMENT,NON,,12,,2,,2016-12-20 00:00:00+00
1623232,,SAI EXEMPT,0,0,0,0,,,,8/1/16,11/30/16,49,NATIONAL SCIENCE FOUNDATION (NSF),4900,NATIONAL SCIENCE FOUNDATION,,,,,,,,,832127323,"OHIO STATE UNIVERSITY, THE",1964634,"OHIO STATE UNIVERSITY, THE",USA,UNITED STATES,OFFICE OF SPONSORED PROGRAMS,1960 KENNY ROAD,18000,COLUMBUS,49,FRANKLIN,OH,OHIO,43210,1016,3,,,,USA,UNITED STATES,3918000,COLUMBUS,49,FRANKLIN,OHIO,432101002,3,,47.075,"SOCIAL, BEHAVIORAL, AND ECONOMIC SCIENCES",4,,COLLABORATIVE RESEARCH:   BRIDGING PALEOLIMNOLOGY AND ARCHAEOLOGY THROUGH HUMAN BIOMARKERS IN LAKE SEDIMENT,NON,,6,,2,,2016-11-30 00:00:00+00
2.01167E+13,,SAI EXEMPT,-2,0,-2,0,,,,7/1/12,4/30/14,12,DEPARTMENT OF AGRICULTURE (USDA),12H3,NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,,,,,,,,49435266,TRUSTEES OF BOSTON UNIVERSITY,49435266,TRUSTEES OF BOSTON UNIVERSITY,USA,UNITED STATES,1 SILBER WAY,,7000,BOSTON,25,SUFFOLK,MA,MASSACHUSETTS,2215,1703,7,,,,USA,UNITED STATES,2507000,BOSTON,25,SUFFOLK,MASSACHUSETTS,22151390,7,,10.31,AGRICULTURE AND FOOD RESEARCH INITIATIVE (AFRI),4,,"INTEGRATED, OBSERVATION-BASED CARBON MONITORING FOR WOODED LANDS OF WASHINGTON, OREGON, AND CALIFORNIA",NON,,20,,2,,2016-11-08 00:00:00+00
N000141512913,,SAIEXEMPT,-28,0,-28,,,,,7/1/15,10/24/16,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPARTMENT OF THE NAVY,N00014,OFFICE OF NAVAL RESEARCH,,,,,,,72983455,UTAH STATE UNIVERSITY,72983455,UTAH STATE UNIVERSITY,USA,UNITED STATES,1000 OLD MAIN HILL,,45860,LOGAN,5,CACHE,UT,UTAH,84322,1000,1,,,,USA,UNITED STATES,UT45860,LOGAN,5,CACHE,UTAH,84322-0001,1,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,INKJET PRINTED CONFORMAL AND SYNTHETIC SPIDER SILK ANTENNAS,NON,,H,,2,,2018-04-18 21:56:33.754835+00
P12AC10938,,SAI EXEMPT,-45,0,-45,0,,,,7/19/12,12/31/12,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,40245227,"STUDENT CONSERVATION ASSOCIATION, I C., THE",40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",,,689 RIVER RD,,11300,CHARLESTOWN (CENSUS N,19,SULLIVAN,NH,NEW HAMPSHIRE,3603,0,2,,,,,,3671317,STILLWATER,,,NEW YORK,12170,21,,15.954,"NATIONAL PARK SERVICE CONSERVATION, PROTECTION, OUTREACH, AND EDUCATION",5,,YOUTH,NON,,12,,2,,2016-12-20 00:00:00+00
2.0144E+13,,SAI EXEMPT,-200,0,-200,0,,,,9/1/14,8/31/15,12,DEPARTMENT OF AGRICULTURE (USDA),12H3,NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,,,,,,,,42092122,NORTH CAROLINA STATE UNIVERSITY,142363428,,USA,UNITED STATES,2701 SULLIVAN DR STE 240 CAMPUS BX,,55000,RALEIGH,183,WAKE,NC,NORTH CAROLINA,27695,1,4,,,,USA,UNITED STATES,3755000,RALEIGH,183,WAKE,NORTH CAROLINA,276950000,4,,10.2,"GRANTS FOR AGRICULTURAL RESEARCH, SPECIAL RESEARCH GRANTS",4,,FEDERAL LANDS TRANSPORTATION PROGRAM: ROADS GIS MAPPING FOR USACE,NON,,6,,2,,2016-11-08 00:00:00+00
PE5001015,,SAI NOT AVAILABLE,-437.94,0,-437.94,0,,,,8/1/15,7/31/16,88,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION (NARA),8862,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION,,,,,,,,,62761671,UNIVERSITY OF IOWA,62761671,"UNIVERSITY OF IOWA, THE",USA,UNITED STATES,2 GILMORE HALL,,38595,IOWA CITY,103,JOHNSON,IA,IOWA,52242,0,2,,,,USA,UNITED STATES,1938595,IOWA CITY,103,JOHNSON,IA,522420000,2,,89.003,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS GRANTS,4,,"WALT WHITMAN AND POST-RECONSTRUCTION AMERICA, PART 4",NON,,6,,2,,2016-11-02 00:00:00+00
P12AC10648,,SAI EXEMPT,-1381,0,-1381,0,,,,6/21/12,9/30/16,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,40245227,"STUDENT CONSERVATION ASSOCIATION, I C., THE",40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",,,689 RIVER RD,,11300,CHARLESTOWN (CENSUS N,19,SULLIVAN,NH,NEW HAMPSHIRE,3603,0,2,,,,,,2537000,LOWELL,,,MASSACHUSETTS,1850,1,,15.931,CONSERVATION ACTIVITIES BY YOUTH SERVICE ORGANIZATIONS,5,,YOUTH,NON,,12,,2,,2016-12-20 00:00:00+00
N000141410552,,SAIEXEMPT,-2119,0,-2119,,,,,5/1/14,6/30/16,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPARTMENT OF THE NAVY,N66018,OFFICE OF NAVAL RESEARCH,,,,,,,64234610,UNIVERSITY OF TEXAS AT ARLINGTON,42000273,"UNIVERSITY OF TEXAS SYSTEM, THE",USA,UNITED STATES,400 S CORN ST,,4000,ARLINGTON,439,TARRANT,TX,TEXAS,76019,1,6,,,,USA,UNITED STATES,TX04000,ARLINGTON,439,TARRANT,TEXAS,76019-0001,6,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,EVALUATION AND CHARACTERIZATION OF ENERGY STORAGE MODULES AT HIGH RATE FOR NAVAL PULSED POWER APPLICATIONS.,NON,,H,,2,,2018-04-18 21:56:38.869358+00
P12AC10344,,SAI EXEMPT,-4263,0,-4263,0,,,,5/20/12,12/31/12,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,40245227,"STUDENT CONSERVATION ASSOCIATION, I C., THE",40245227,"STUDENT CONSERVATION ASSOCIATION, INC., THE",,,689 RIVER RD,,11300,CHARLESTOWN (CENSUS N,19,SULLIVAN,NH,NEW HAMPSHIRE,3603,0,2,,,,,,00*****,,,,,,,,15.931,CONSERVATION ACTIVITIES BY YOUTH SERVICE ORGANIZATIONS,5,,YOUTH,NON,,12,,2,,2016-12-20 00:00:00+00
N000141512728,,SAIEXEMPT,-25000,0,-25000,,,,,10/19/16,6/30/18,97,DEPARTMENT OF DEFENSE (DOD),1700,DEPARTMENT OF THE NAVY,N00014,OFFICE OF NAVAL RESEARCH,,,,,,,800188161,UNIVERSITY OF TEXAS AT DALLAS,42000273,"UNIVERSITY OF TEXAS SYSTEM, THE",USA,UNITED STATES,800 W CAMPBELL RD,,61796,RICHARDSON,85,COLLIN,TX,TEXAS,75080,1407,3,,,,USA,UNITED STATES,TX61796,RICHARDSON,85,COLLIN,TEXAS,75080-1407,3,,12.3,BASIC AND APPLIED SCIENTIFIC RESEARCH,4,,RF-INPUT OUTPHASING FOR LOW-COMPLEXITY LINEAR-EFFICIENT X-BAND POWER AMPLIFIER,NON,,H,,2,,2018-04-18 21:56:40.153603+00
2.01051E+13,,SAI EXEMPT,-65348,0,-65348,0,,,,8/1/10,7/31/14,12,DEPARTMENT OF AGRICULTURE (USDA),12H3,NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,,,,,,,,53515743,SOUTHERN UNIVERSITY AND ANM COLLEGE SYSTEM,937886471,,USA,UNITED STATES,730 HARDING BLVD,,5000,BATON ROUGE,33,EAST BATON ROUGE,LA,LOUISIANA,70807,5304,2,,,,USA,UNITED STATES,2205000,BATON ROUGE,33,EAST BATON ROUGE,LOUISIANA,708075304,2,,10.305,INTERNATIONAL SCIENCE AND EDUCATION GRANTS,4,,STRENGTHENING THE GLOBAL COMPETENCE OF MINORITY STUDENTS AND FACULTY IN FORESTRY AND AGRICULTURE THROUGH COLLABORATIVE PROGRAMS WITH CHINA,NON,,6,,2,,2016-11-08 00:00:00+00
RH5011714,,SAI NOT AVAILABLE,-0.07,0,-0.07,0,,,,11/1/14,5/31/16,88,NATIONAL ARCHIVES AND RECORDS ADMINISTRATION (NARA),8862,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS COMMISSION,,,,,,,,,61364808,"UNIVERSITY OF MARYLAND, BALTIMORE COUNTY",3256088,UNIVERSITY SYSTEM OF MARYLAND,USA,UNITED STATES,1000 HILLTOP CIRCLE,,4000,BALTIMORE,5,BALTIMORE,MD,MARYLAND,21250,1,7,,,,USA,UNITED STATES,2404000,BALTIMORE,5,BALTIMORE,MD,212500001,7,,89.003,NATIONAL HISTORICAL PUBLICATIONS AND RECORDS GRANTS,4,,IMPLEMENTATION OF AN EAD-COMPLIANT WORKFLOW,NON,,6,,2,,2016-11-02 00:00:00+00
P12AC10767,,SAI EXEMPT,-29,0,-29,0,,,,7/30/12,9/30/16,14,DEPARTMENT OF THE INTERIOR (DOI),1443,NATIONAL PARK SERVICE,,,,,,,,,152606125,THE RESEARCH FOUNDATION OF STATE UN VERSITY O,20657151,"RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK, THE",,,1 FORESTRY DR OFC 102,,1000,ALBANY,1,ALBANY,NY,NEW YORK,12207,0,20,,,,,,3673000,SYRACUSE,,,NEW YORK,13210,24,,15.945,COOPERATIVE RESEARCH AND TRAINING PROGRAMS - RESOURCES OF THE NATIONAL PAR,5,,CESU,NON,,6,,2,,2016-12-20 00:00:00+00
