"","fam","certification","number","x1","x2","name_cert"
"254","17","Audiovisual (AV) Certification",1,"Audiovisual (AV) ","Audiovisual (AV) ","Audiovisual (AV) "
"255","17","Auditor Certification",2,"Auditor ","Auditor ","Auditor "
"256","17","Auto Detailing Certificate",1,"Auto Detailing Certificate","Auto Detailing Certificate","Auto Detailing "
"257","17","Auto Repair Certification",1,"Auto Repair ","Auto Repair ","Auto Repair "
"258","17","AutoCAD Certification",454,"AutoCAD ","AutoCAD ","AutoCAD "
"259","17","Autodesk Certified User (ADCU)",11,"Autodesk Certified User (ADCU)","Autodesk  User (ADCU)","Autodesk  User (ADCU)"
"260","17","Automatic Transmission Certification",2,"Automatic Transmission ","Automatic Transmission ","Automatic Transmission "
"261","17","Automation Certification",199,"Automation ","Automation ","Automation "
"262","17","Automotive Service Excellence (ASE) Certification",59,"Automotive Service Excellence (ASE) ","Automotive Service Excellence (ASE) ","Automotive Service Excellence (ASE) "
"263","17","Aviation Electronics Certificate",5,"Aviation Electronics Certificate","Aviation Electronics Certificate","Aviation Electronics "
"264","17","AWS Certified Associate Welding Inspector",3,"AWS Certified Associate Welding Inspector","AWS  Associate Welding Inspector","AWS  Associate Welding Inspector"
"265","17","AWS Certified Solutions Architect (AWS-CSA)",2,"AWS Certified Solutions Architect (AWS-CSA)","AWS  Solutions Architect (AWS-CSA)","AWS  Solutions Architect (AWS-CSA)"
"266","17","AWS Certified Welder",4,"AWS Certified Welder","AWS  Welder","AWS  Welder"
"267","17","AWS D1.1",17,"AWS D1.1","AWS D1.1","AWS D1.1"
"268","17","Back-Flow Certification",18,"Back-Flow ","Back-Flow ","Back-Flow "
"269","17","Back-Flow Prevention Certificate",10,"Back-Flow Prevention Certificate","Back-Flow Prevention Certificate","Back-Flow Prevention "
"270","17","Backflow Prevention Certification",10,"Backflow Prevention ","Backflow Prevention ","Backflow Prevention "
"271","17","Backflow Tester Certification",3,"Backflow Tester ","Backflow Tester ","Backflow Tester "
"272","17","Basic Cardiac Life Support Certification",500,"Basic Cardiac Life Support ","Basic Cardiac Life Support ","Basic Cardiac Life Support "
"273","17","Basic Electronics",10,"Basic Electronics","Basic Electronics","Basic Electronics"
"274","17","Basic Life Saving (BLS)",411,"Basic Life Saving (BLS)","Basic Life Saving (BLS)","Basic Life Saving (BLS)"
"275","17","Basic Safety Training (BST)",1,"Basic Safety Training (BST)","Basic Safety Training (BST)","Basic Safety Training (BST)"
"276","17","BICSI Certification",334,"BICSI ","BICSI ","BICSI "
"277","17","BICSI Installer",99,"BICSI Installer","BICSI Installer","BICSI Installer"
"278","17","BICSI Installer I",10,"BICSI Installer I","BICSI Installer I","BICSI Installer I"
"279","17","Bicsi Installer II",5,"Bicsi Installer II","Bicsi Installer II","Bicsi Installer II"
"280","17","BICSI Technician",7,"BICSI Technician","BICSI Technician","BICSI Technician"
"281","17","Bilingual Certification",1,"Bilingual ","Bilingual ","Bilingual "
"282","17","Biomedical Electronics Certificate",4,"Biomedical Electronics Certificate","Biomedical Electronics Certificate","Biomedical Electronics "
"283","17","Biomedical Electronics Technician (BMD)",4,"Biomedical Electronics Technician (BMD)","Biomedical Electronics Technician (BMD)","Biomedical Electronics Technician (BMD)"
"284","17","Biomedical Equipment Technician (BMET)",18,"Biomedical Equipment Technician (BMET)","Biomedical Equipment Technician (BMET)","Biomedical Equipment Technician (BMET)"
"285","17","Black Seal License",2,"Black Seal License","Black Seal License","Black Seal License"
"286","17","Bloodborne Pathogens Certification",3,"Bloodborne Pathogens ","Bloodborne Pathogens ","Bloodborne Pathogens "
"287","17","Blue Seal License",1,"Blue Seal License","Blue Seal License","Blue Seal License"
"288","17","Board Certified Behavior Analyst (BCBA)",4,"Board Certified Behavior Analyst (BCBA)","Board  Behavior Analyst (BCBA)","Board  Behavior Analyst (BCBA)"
"289","17","Board Certified in Family Medicine",1,"Board Certified in Family Medicine","Board  in Family Medicine","Board  in Family Medicine"
"290","17","Board Certified/Board Eligible",19,"Board Certified/Board Eligible","Board /Board Eligible","Board /Board Eligible"
"291","17","Boating License",5,"Boating License","Boating License","Boating License"
"292","17","Boiler Operator License",48,"Boiler Operator License","Boiler Operator License","Boiler Operator License"
"293","17","Boom Truck Certification",3,"Boom Truck ","Boom Truck ","Boom Truck "
"294","17","Boom Truck Operator",1,"Boom Truck Operator","Boom Truck Operator","Boom Truck Operator"
"295","17","Broadband Distribution Specialist",9,"Broadband Distribution Specialist","Broadband Distribution Specialist","Broadband Distribution Specialist"
"296","17","Broadband Premises Expert",3,"Broadband Premises Expert","Broadband Premises Expert","Broadband Premises Expert"
"297","17","Bucket Truck Certification",21,"Bucket Truck ","Bucket Truck ","Bucket Truck "
"298","17","Building Maintenance",3,"Building Maintenance","Building Maintenance","Building Maintenance"
"299","17","Building Trade Certificate",15,"Building Trade Certificate","Building Trade Certificate","Building Trade "
"300","17","Business Education",3,"Business Education","Business Education","Business Education"
"301","17","Business License",16,"Business License","Business License","Business License"
"302","17","Business Technology",2,"Business Technology","Business Technology","Business Technology"
"303","17","Ca License",2,"Ca License","Ca License","Ca License"
"304","17","Cable Systems Certificate",5,"Cable Systems Certificate","Cable Systems Certificate","Cable Systems "
"305","17","California Bar",4,"California Bar","California Bar","California Bar"
"306","17","Capability Model Maturity Integration (CMMI) Certification",19,"Capability Model Maturity Integration (CMMI) ","Capability Model Maturity Integration (CMMI) ","Capability Model Maturity Integration (CMMI) "
"307","17","Captains License",1,"Captains License","Captains License","Captains License"
"308","17","Cardiac Medicine",8,"Cardiac Medicine","Cardiac Medicine","Cardiac Medicine"
"309","17","Casino Gaming License",37,"Casino Gaming License","Casino Gaming License","Casino Gaming License"
"310","17","CDL Class A",314,"CDL Class A","CDL Class A","CDL Class A"
"311","17","Cdl Class B",183,"Cdl Class B","Cdl Class B","Cdl Class B"
"312","17","Cdl Class C",231,"Cdl Class C","Cdl Class C","Cdl Class C"
"313","17","CDL Class D",89,"CDL Class D","CDL Class D","CDL Class D"
"314","17","Certificate in School Administration",22,"Certificate in School Administration","Certificate in School Administration"," in School Administration"
"315","17","Certification in Long Term Monitoring",2," in Long Term Monitoring"," in Long Term Monitoring"," in Long Term Monitoring"
"316","17","Certification in Neurophysiologic Intraoperative Monitoring",28," in Neurophysiologic Intraoperative Monitoring"," in Neurophysiologic Intraoperative Monitoring"," in Neurophysiologic Intraoperative Monitoring"
"317","17","Certified A+ Technician",660,"Certified A+ Technician"," A+ Technician"," A+ Technician"
"318","17","Certified Alarm Technician",7,"Certified Alarm Technician"," Alarm Technician"," Alarm Technician"
"319","17","Certified Applicator",4,"Certified Applicator"," Applicator"," Applicator"
"320","17","Certified Arborist",15,"Certified Arborist"," Arborist"," Arborist"
"321","17","Certified Audio Engineering",5,"Certified Audio Engineering"," Audio Engineering"," Audio Engineering"
"322","17","Certified Automation Professional (CAP)",5,"Certified Automation Professional (CAP)"," Automation Professional (CAP)"," Automation Professional (CAP)"
"323","17","Certified Back-Flow Tester",2,"Certified Back-Flow Tester"," Back-Flow Tester"," Back-Flow Tester"
"324","17","Certified Benefits Professional",3,"Certified Benefits Professional"," Benefits Professional"," Benefits Professional"
"325","17","Certified Business Analysis Professional (CBAP)",4,"Certified Business Analysis Professional (CBAP)"," Business Analysis Professional (CBAP)"," Business Analysis Professional (CBAP)"
"326","17","Certified Calibration Technician (CCT)",217,"Certified Calibration Technician (CCT)"," Calibration Technician (CCT)"," Calibration Technician (CCT)"
"327","17","Certified Cardiographic Technician",164,"Certified Cardiographic Technician"," Cardiographic Technician"," Cardiographic Technician"
"328","17","Certified Career Development Facilitator",2,"Certified Career Development Facilitator"," Career Development Facilitator"," Career Development Facilitator"
"329","17","Certified Child Care Worker",2,"Certified Child Care Worker"," Child Care Worker"," Child Care Worker"
"330","17","Certified Chiropractic Professional Coder",1,"Certified Chiropractic Professional Coder"," Chiropractic Professional Coder"," Chiropractic Professional Coder"
"331","17","Certified Clinical Document Specialist",15,"Certified Clinical Document Specialist"," Clinical Document Specialist"," Clinical Document Specialist"
"332","17","Certified Clinical Perfusionist",16,"Certified Clinical Perfusionist"," Clinical Perfusionist"," Clinical Perfusionist"
"333","17","Certified Coding Specialist",25,"Certified Coding Specialist"," Coding Specialist"," Coding Specialist"
"334","17","Certified Coding Specialist - Hospital",4,"Certified Coding Specialist - Hospital"," Coding Specialist - Hospital"," Coding Specialist - Hospital"
"335","17","Certified Commercial Investment Member (CCIM)",4,"Certified Commercial Investment Member (CCIM)"," Commercial Investment Member (CCIM)"," Commercial Investment Member (CCIM)"
"336","17","Certified Compensation Professional (CCP)",34,"Certified Compensation Professional (CCP)"," Compensation Professional (CCP)"," Compensation Professional (CCP)"
"337","17","Certified Composite Technician",2,"Certified Composite Technician"," Composite Technician"," Composite Technician"
"338","17","Certified Construction Manager",6,"Certified Construction Manager"," Construction Manager"," Construction Manager"
"339","17","Certified Control Systems Technician",212,"Certified Control Systems Technician"," Control Systems Technician"," Control Systems Technician"
"340","17","Certified Control Systems Technician (CCST)",165,"Certified Control Systems Technician (CCST)"," Control Systems Technician (CCST)"," Control Systems Technician (CCST)"
"341","17","Certified Court Reporter",2,"Certified Court Reporter"," Court Reporter"," Court Reporter"
"342","17","Certified Crane Operator",6,"Certified Crane Operator"," Crane Operator"," Crane Operator"
"343","17","Certified Crop Advisor",2,"Certified Crop Advisor"," Crop Advisor"," Crop Advisor"
"344","17","Certified Dealer",5,"Certified Dealer"," Dealer"," Dealer"
"345","17","Certified Diver",3,"Certified Diver"," Diver"," Diver"
"346","17","Certified Document Imaging Architect",1,"Certified Document Imaging Architect"," Document Imaging Architect"," Document Imaging Architect"
"347","17","Certified Electrical Technician",3,"Certified Electrical Technician"," Electrical Technician"," Electrical Technician"
"348","17","Certified Electrical Worker",1,"Certified Electrical Worker"," Electrical Worker"," Electrical Worker"
"349","17","Certified Electronics Technician Associate",11,"Certified Electronics Technician Associate"," Electronics Technician Associate"," Electronics Technician Associate"
"350","17","Certified Energy Auditor",1,"Certified Energy Auditor"," Energy Auditor"," Energy Auditor"
"351","17","Certified Energy Manager",78,"Certified Energy Manager"," Energy Manager"," Energy Manager"
"352","17","Certified Energy Professional",12,"Certified Energy Professional"," Energy Professional"," Energy Professional"
"353","17","Certified Engineering Technologist",1,"Certified Engineering Technologist"," Engineering Technologist"," Engineering Technologist"
"354","17","Certified Erosion, Sediment and Storm Water Inspector",1,"Certified Erosion, Sediment and Storm Water Inspector"," Erosion, Sediment and Storm Water Inspector"," Erosion, Sediment and Storm Water Inspector"
"355","17","Certified Ethical Hacker (CEH)",10,"Certified Ethical Hacker (CEH)"," Ethical Hacker (CEH)"," Ethical Hacker (CEH)"
"356","17","Certified Evaluation and Management Coder",31,"Certified Evaluation and Management Coder"," Evaluation and Management Coder"," Evaluation and Management Coder"
"357","17","Certified Facility Manager (CFM)",8,"Certified Facility Manager (CFM)"," Facility Manager (CFM)"," Facility Manager (CFM)"
