"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"98","250 MAIN ST, ALVARADO, MN, 56710","""250"" MAIN ST, ALVARADO, MN, 56710",NA,NA,"1344","250 Main St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710250 Main St, Alvarado, MN 56710 is currently not for sale. The 1344 Square Feet single family home is a -- beds, -- baths property. This home was built in ...","zillow"
"99","230 MAIN ST, ALVARADO, MN, 56710","""230"" MAIN ST, ALVARADO, MN, 56710","4","2","1768","230 Main St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710230 Main St, Alvarado, MN 56710 is currently not for sale. The 1768 Square Feet single family home is a 4 beds, 2 baths property. This home was built in ...","zillow"
"100","210 MAIN ST, ALVARADO, MN, 56710","""210"" MAIN ST, ALVARADO, MN, 56710","3","2","2184","210 Main St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710210 Main St, Alvarado, MN 56710 is currently not for sale. The 2184 Square Feet single family home is a 3 beds, 2 baths property. This home was built in ...","zillow"
"101","200 MAIN ST, ALVARADO, MN, 56710","""200"" MAIN ST, ALVARADO, MN, 56710",NA,NA,"2,614","200 3rd Ave E, Alvarado, MN 56710 | realtor.com®www.realtor.com › Minnesota › Marshall County › Alvarado › 3rd Ave200 3rd Ave E, is a single family home, built in 1920, at 2,614 sqft. This home is currently not for sale, but it was last sold for $82K in 2004, this home ...","realtor"
"102","120 PARRAL AVE, ALVARADO, MN, 56710","""120"" PARRAL AVE, ALVARADO, MN, 56710",NA,NA,NA,NA,NA
"103","190 MARSHALL ST, ALVARADO, MN, 56710","""190"" MARSHALL ST, ALVARADO, MN, 56710","4","1","2236","190 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710190 Boundary St, Alvarado, MN 56710 is currently not for sale. The 2236 Square Feet single family home is a 4 beds, 1 bath property.","zillow"
"104","110 SANDS ST, ALVARADO, MN, 56710","""110"" SANDS ST, ALVARADO, MN, 56710","4","2","2094","110 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710110 Sands St, Alvarado, MN 56710 is currently not for sale. The 2094 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"105","115 5TH ST, ALVARADO, MN, 56710","""115"" 5TH ST, ALVARADO, MN, 56710","3","2","2664","115 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710115 5th St, Alvarado, MN 56710 is currently not for sale. The 2664 Square Feet single family home is a 3 beds, 2 baths property. This home was built in 1978 ...","zillow"
"106","135 5TH ST, ALVARADO, MN, 56710","""135"" 5TH ST, ALVARADO, MN, 56710","3","1","1428","135 Main St, Alvarado, MN 56710 | realtor.com®www.realtor.com › Minnesota › Marshall County › Alvarado › Main StView 40 photos for 135 Main St, Alvarado, MN 56710, a 3 bed, 1 bath, 1428 Sq. Ft. single family home built in 1914 that was last sold on 11/04/2019.","realtor"
"107","155 5TH ST, ALVARADO, MN, 56710","""155"" 5TH ST, ALVARADO, MN, 56710",NA,NA,NA,"155 6th St, Alvarado, MN 56710 - Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710155 6th St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"108","175 5TH ST, ALVARADO, MN, 56710","""175"" 5TH ST, ALVARADO, MN, 56710","0","0","792","175 5th St, Alvarado, MN 56710 | realtor.com®www.realtor.com › Minnesota › Marshall County › Alvarado › 5th St175 5th St, a single family home located in Alvarado, MN has 0 beds, 0 baths, and is 792 square feet. It was built in 1916 and was last sold in 2018.","realtor"
"109","195 PARRAL AVE, ALVARADO, MN, 56710","""195"" PARRAL AVE, ALVARADO, MN, 56710",NA,NA,"1052","195 Parral Ave, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710195 Parral Ave, Alvarado, MN 56710 is currently not for sale. The 1052 Square Feet single family home is a -- beds, -- baths property.","zillow"
"110","250 BOUNDARY ST, ALVARADO, MN, 56710","""250"" BOUNDARY ST, ALVARADO, MN, 56710",NA,NA,"1,936","250 Boundary St, Alvarado, MN 56710 | realtor.com®www.realtor.com › ... › Alvarado › Boundary St250 Boundary St, is a single family home, built in 1910, at 1,936 sqft. This home is currently not for sale, but it was last sold for $52K in 2005, ...","realtor"
"111","360 3RD AVE W, ALVARADO, MN, 56710","""360"" 3RD AVE W, ALVARADO, MN, 56710",NA,NA,NA,"360 3rd Ave W, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710360 3rd Ave W, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"112","225 SANDS ST, ALVARADO, MN, 56710","""225"" SANDS ST, ALVARADO, MN, 56710",NA,NA,NA,"225 Sands St, Alvarado, MN 56710 | realtor.com®www.realtor.com › Minnesota › Marshall › Alvarado › Sands StSee 225 Sands St, Alvarado, MN 56710, a single family home. View property details, similar homes, and the nearby school and neighborhood information. Use our ...","realtor"
"113","205 SANDS ST, ALVARADO, MN, 56710","""205"" SANDS ST, ALVARADO, MN, 56710",NA,NA,NA,"205 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710205 Sands St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"114","200 SANDS ST, ALVARADO, MN, 56710","""200"" SANDS ST, ALVARADO, MN, 56710","4","2","1800","200 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710200 Sands St, Alvarado, MN 56710 is currently not for sale. The 1800 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"115","210 SANDS ST, ALVARADO, MN, 56710","""210"" SANDS ST, ALVARADO, MN, 56710","3","1","1914","210 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710210 Sands St, Alvarado, MN 56710 is currently not for sale. The 1914 Square Feet single family home is a 3 beds, 1 bath property.","zillow"
"116","220 SANDS ST, ALVARADO, MN, 56710","""220"" SANDS ST, ALVARADO, MN, 56710",NA,NA,NA,NA,NA
"117","155 1ST AVE W, ALVARADO, MN, 56710","""155"" 1ST AVE W, ALVARADO, MN, 56710",NA,NA,NA,"155 1st Ave, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710155 1st Ave, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in 1978 and ...","zillow"
"118","165 1ST AVE E, ALVARADO, MN, 56710","""165"" 1ST AVE E, ALVARADO, MN, 56710",NA,NA,"1,866","165 1st Ave E, Alvarado, MN 56710 - Realtor.comwww.realtor.com › Minnesota › Marshall County › Alvarado › 1st Ave165 1st Ave E, is a mobile home, built in 2015, at 1,866 sqft. This home is currently not for sale, this home is estimated to be valued at $166,278.165 1st ...","realtor"
"119","180 5TH ST, ALVARADO, MN, 56710","""180"" 5TH ST, ALVARADO, MN, 56710",NA,NA,NA,"180 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710180 5th St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"120","150 5TH ST, ALVARADO, MN, 56710","""150"" 5TH ST, ALVARADO, MN, 56710","5","3","2928","150 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710150 5th St, Alvarado, MN 56710 is currently not for sale. The 2928 Square Feet single family home is a 5 beds, 3 baths property. This home was built in 1919 ...","zillow"
"121","140 5TH ST, ALVARADO, MN, 56710","""140"" 5TH ST, ALVARADO, MN, 56710",NA,NA,NA,"140 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710140 5th St, Alvarado, MN 56710 is currently not for sale. The -- sqft home type unknown home is a -- beds, -- baths property. This home was built in null ...","zillow"
"122","100 5TH ST, ALVARADO, MN, 56710","""100"" 5TH ST, ALVARADO, MN, 56710","2","1","1715","100 5th St, Alvarado, MN 56710 - Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710100 5th St, Alvarado, MN 56710 is currently not for sale. The 1715 Square Feet single family home is a 2 beds, 1 bath property. This home was built in 1924 ...","zillow"
"123","155 BOUNDARY ST, ALVARADO, MN, 56710","""155"" BOUNDARY ST, ALVARADO, MN, 56710","2","2","1200","155 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710155 Boundary St, Alvarado, MN 56710 is currently not for sale. The 1200 Square Feet single family home is a 2 beds, 2 baths property.","zillow"
"124","185 BOUNDARY ST, ALVARADO, MN, 56710","""185"" BOUNDARY ST, ALVARADO, MN, 56710","3","2","1800","185 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710185 Boundary St, Alvarado, MN 56710 is currently not for sale. The 1800 Square Feet single family home is a 3 beds, 2 baths property.","zillow"
"125","190 BOUNDARY ST, ALVARADO, MN, 56710","""190"" BOUNDARY ST, ALVARADO, MN, 56710","4","1","2236","190 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710190 Boundary St, Alvarado, MN 56710 is currently not for sale. The 2236 Square Feet single family home is a 4 beds, 1 bath property.","zillow"
"126","160 BOUNDARY ST, ALVARADO, MN, 56710","""160"" BOUNDARY ST, ALVARADO, MN, 56710","4","2","3000","160 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710160 Boundary St, Alvarado, MN 56710 is currently not for sale. The 3000 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"127","150 BOUNDARY ST, ALVARADO, MN, 56710","""150"" BOUNDARY ST, ALVARADO, MN, 56710","2","1","1590","150 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710150 Boundary St, Alvarado, MN 56710 is currently not for sale. The 1590 Square Feet single family home is a 2 beds, 1 bath property.","zillow"
"128","140 BOUNDARY ST, ALVARADO, MN, 56710","""140"" BOUNDARY ST, ALVARADO, MN, 56710","4","2","2266","140 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710140 Boundary St, Alvarado, MN 56710 is currently not for sale. The 2266 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"129","110 BOUNDARY ST, ALVARADO, MN, 56710","""110"" BOUNDARY ST, ALVARADO, MN, 56710","3","2","2968","110 Boundary St, Alvarado, MN 56710 | Zillowwww.zillow.com › Minnesota › Marshall County › Alvarado › 56710110 Boundary St, Alvarado, MN 56710 is currently not for sale. The 2968 Square Feet single family home is a 3 beds, 2 baths property.","zillow"
"130","165 FERING ST, ALVARADO, MN, 56710","""165"" FERING ST, ALVARADO, MN, 56710","3","1","1250","165 Fering St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710165 Fering St, Alvarado, MN 56710 is currently not for sale. The 1250 Square Feet single family home is a 3 beds, 1 bath property.","zillow"
"131","185 FERING ST, ALVARADO, MN, 56710","""185"" FERING ST, ALVARADO, MN, 56710",NA,NA,"1460","185 Fering St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710185 Fering St, Alvarado, MN 56710 is currently not for sale. The 1460 Square Feet single family home is a -- beds, -- baths property.","zillow"
"132","230 SANDS ST, ALVARADO, MN, 56710","""230"" SANDS ST, ALVARADO, MN, 56710","5","3","2898","230 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710230 Sands St, Alvarado, MN 56710 is currently not for sale. The 2898 Square Feet single family home is a 5 beds, 3 baths property.","zillow"
"133","245 5TH ST, ALVARADO, MN, 56710","""245"" 5TH ST, ALVARADO, MN, 56710","2","1","1639","245 5th St, Alvarado, MN 56710 - Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710245 5th St, Alvarado, MN 56710 is currently not for sale. The 1639 Square Feet single family home is a 2 beds, 1 bath property. This home was built in 1900 ...","zillow"
"134","225 5TH ST, ALVARADO, MN, 56710","""225"" 5TH ST, ALVARADO, MN, 56710",NA,NA,NA,"225 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710225 5th St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"135","215 5TH ST, ALVARADO, MN, 56710","""215"" 5TH ST, ALVARADO, MN, 56710",NA,NA,"1,701","215 5th St, Alvarado, MN 56710 - Realtor.comwww.realtor.com › ... › Marshall County › Alvarado › 5th St215 5th St, is a mobile home, built in 2002, at 1,701 sqft. This home is currently not for sale, this home is estimated to be valued at $154,469.215 5th St, ...","realtor"
"136","190 SANDS ST, ALVARADO, MN, 56710","""190"" SANDS ST, ALVARADO, MN, 56710",NA,NA,"757","190 Sands St, Alvarado, MN 56710 | realtor.com®www.realtor.com › ... › Marshall County › Alvarado › Sands St190 Sands St, is a single family home, built in 1916, at 757 sqft. This home is currently not for sale, but it was last sold for $65K in 2013, ...","realtor"
"137","180 SANDS ST, ALVARADO, MN, 56710","""180"" SANDS ST, ALVARADO, MN, 56710","4","2","2340","180 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710180 Sands St, Alvarado, MN 56710 is currently not for sale. The 2340 Square Feet single family home is a 4 beds, 2 baths property.","zillow"
"138","150 SANDS ST, ALVARADO, MN, 56710","""150"" SANDS ST, ALVARADO, MN, 56710",NA,NA,NA,"150 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710150 Sands St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"139","130 SANDS ST, ALVARADO, MN, 56710","""130"" SANDS ST, ALVARADO, MN, 56710",NA,NA,NA,"130 Sands St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710130 Sands St, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"140","240 5TH ST, ALVARADO, MN, 56710","""240"" 5TH ST, ALVARADO, MN, 56710","2","2","1776","240 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710240 5th St, Alvarado, MN 56710 is currently not for sale. The 1776 Square Feet single family home is a 2 beds, 2 baths property. This home was built in 1918 ...","zillow"
"141","245 6TH ST, ALVARADO, MN, 56710","""245"" 6TH ST, ALVARADO, MN, 56710",NA,NA,"1171","245 6th St, Alvarado, MN 56710 - Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710245 6th St, Alvarado, MN 56710 is currently not for sale. The 1171 Square Feet single family home is a -- beds, -- baths property.","zillow"
"142","205 PARRAL AVE, ALVARADO, MN, 56710","""205"" PARRAL AVE, ALVARADO, MN, 56710",NA,NA,NA,"205 Parral Ave, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710205 Parral Ave, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
"143","300 5TH ST, ALVARADO, MN, 56710","""300"" 5TH ST, ALVARADO, MN, 56710","3","2","2176","300 5th St, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710300 5th St, Alvarado, MN 56710 is currently not for sale. The 2176 Square Feet single family home is a 3 beds, 2 baths property. This home was built in 1916 ...","zillow"
"144","300 6TH ST, ALVARADO, MN, 56710","""300"" 6TH ST, ALVARADO, MN, 56710",NA,NA,"2,176","300 5th St, Alvarado, MN 56710 | realtor.com®www.realtor.com › ... › Marshall County › Alvarado › 5th St300 5th St, is a single family home, built in 1916, at 2,176 sqft. This home is currently not for sale, this home is estimated to be valued at $94,967.300 ...","realtor"
"145","405 3RD AVE W, ALVARADO, MN, 56710","""405"" 3RD AVE W, ALVARADO, MN, 56710",NA,NA,NA,"405 3rd Ave W, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710405 3rd Ave W, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"146","465 3RD AVE W, ALVARADO, MN, 56710","""465"" 3RD AVE W, ALVARADO, MN, 56710",NA,NA,NA,"465 3rd Ave W, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710465 3rd Ave W, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and ...","zillow"
"147","360 PARK VIEW DR, ALVARADO, MN, 56710","""360"" PARK VIEW DR, ALVARADO, MN, 56710","3","2","3096","360 Park View Dr, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710360 Park View Dr, Alvarado, MN 56710 is currently not for sale. The 3096 Square Feet single family home is a 3 beds, 2 baths property.","zillow"
"148","400 PARK VIEW DR, ALVARADO, MN, 56710","""400"" PARK VIEW DR, ALVARADO, MN, 56710",NA,NA,NA,"400 Park View Dr, Alvarado, MN 56710 | Zillowwww.zillow.com › ... › Marshall County › Alvarado › 56710400 Park View Dr, Alvarado, MN 56710 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null ...","zillow"
