"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"858","15427 COUNTY ROAD 11, GRAFTON, ND, 58237","""15427"" COUNTY ROAD 11, GRAFTON, ND, 58237","3","2","3328","Zillowhttps://www.zillow.com/homedetails/15427-County...15427 County Road 11, Grafton, ND 58237 | ZillowWebThis 8.36 acre Farmette is an exceptional opportunity to own a 3328 Sq. Ft. modern 3 bed/ 2 bath home with main floor laundry & oversized kitchen ideal for processing food raised on the 5.47 acres of tillable land. Two …","zillow"
"859","15463 COUNTY ROAD 11, GRAFTON, ND, 58237","""15463"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15463-County...15463 County Road 11, Grafton, ND 58237 Web15463 County Road 11, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"860","15463 COUNTY ROAD 11, GRAFTON, ND, 58237","""15463"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15463-County...15463 County Road 11, Grafton, ND 58237 | ZillowWeb15463 County Road 11, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"861","15481 COUNTY ROAD 11, GRAFTON, ND, 58237","""15481"" COUNTY ROAD 11, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15481-County...15481 County Road 11, Grafton, ND 58237 Web15481 County Road 11, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"862","7015 COUNTY ROAD 4, GRAFTON, ND, 58237","""7015"" COUNTY ROAD 4, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7015-County...7015 County Road 4, Grafton, ND 58237 | ZillowWeb7015 County Road 4 , Grafton, ND 58237-8860 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"863","7016 COUNTY ROAD 4, GRAFTON, ND, 58237","""7016"" COUNTY ROAD 4, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7016-County...7016 County Road 4, Grafton, ND 58237 | ZillowWeb7016 County Road 4 , Grafton, ND 58237-8860 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 7014 County Road 4, Grafton, 58237, ND","zillow"
"864","7020 COUNTY ROAD 4, GRAFTON, ND, 58237","""7020"" COUNTY ROAD 4, GRAFTON, ND, 58237",NA,NA,"1,568","Zillowhttps://www.zillow.com/homedetails/7020-County...7020 County Road 4, Grafton, ND 58237 | ZillowWebThis ranch style home has approximately 1,568 sq ft of living space with a full basement. The kitchen was remodeled in 2013 with quarter sawn oak cabinets, an island, and new …","zillow"
"865","112 OAKWOOD DR, GRAFTON, ND, 58237","""112"" OAKWOOD DR, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/112-Oakwood-Dr...112 Oakwood Dr, Grafton, ND 58237 | ZillowWeb112 Oakwood Dr, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. View …","zillow"
"866","7027 COUNTY ROAD 4, GRAFTON, ND, 58237","""7027"" COUNTY ROAD 4, GRAFTON, ND, 58237","4","2.0","1,809","Zillowhttps://www.zillow.com/homedetails/7027-County...7027 County Road 4, Grafton, ND 58237 | ZillowWebThe 1,809 sq. ft. single-family home is a 4 bed, 2.0 bath property. This home was built in 1997 and last sold on for. View more property details, sales history and Zestimate data on Zillow. Warning This browser is no longer …","zillow"
"867","15351 COUNTY ROAD 11, GRAFTON, ND, 58237","""15351"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15351-County...15351 County Road 11, Grafton, ND 58237 | ZillowWeb15351 County Road 11 , Grafton, ND 58237-8805 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"868","7073 156TH AVE NE, GRAFTON, ND, 58237","""7073"" 156TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,NA,NA
"869","7064 143RD AVE NE, GRAFTON, ND, 58237","""7064"" 143RD AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7064-143rd-Ave...7064 143rd Ave NE, Grafton, ND 58237 | ZillowWeb7064 143rd Ave NE , Grafton, ND 58237-9137 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"870","7064 143RD AVE NE, GRAFTON, ND, 58237","""7064"" 143RD AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7064-143rd-Ave...7064 143rd Ave NE, Grafton, ND 58237 Web7064 143rd Ave NE , Grafton, ND 58237-9137 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"871","15251 COUNTY ROAD 11, GRAFTON, ND, 58237","""15251"" COUNTY ROAD 11, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15251-County...15251 County Road 11, Grafton, ND 58237 | ZillowWeb15251 County Road 11 , Grafton, ND 58237-8803 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"872","7092 COUNTY ROAD 4, GRAFTON, ND, 58237","""7092"" COUNTY ROAD 4, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7092-County...7092 County Road 4, Grafton, ND 58237 | ZillowWeb7092 County Road 4 , Grafton, ND 58237-8860 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"873","7089 148TH AVE NE, GRAFTON, ND, 58237","""7089"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7089-148th-Ave...7089 148th Ave NE, Grafton, ND 58237 | ZillowWeb7089 148th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"874","14937 71ST ST NE, GRAFTON, ND, 58237","""14937"" 71ST ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14937-71st-St...14937 71st St NE, Grafton, ND 58237 | ZillowWeb14937 71st St NE , Grafton, ND 58237-9057 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"875","7098 148TH AVE NE, GRAFTON, ND, 58237","""7098"" 148TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7098-148th-Ave...7098 148th Ave NE, Grafton, ND 58237 | ZillowWebAuction Foreclosures These properties are currently listed for sale. They are owned by a bank or a lender who took ownership through foreclosure proceedings. These are also …","zillow"
"876","7124 159TH AVE NE, GRAFTON, ND, 58237","""7124"" 159TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7124-159th-Ave...7124 159th Ave NE, Grafton, ND 58237 | ZillowWeb7124 159th Ave NE , Grafton, ND 58237-8894 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"877","7114 COUNTY ROAD 6, GRAFTON, ND, 58237","""7114"" COUNTY ROAD 6, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7114-County...7114 County Road 6, Grafton, ND 58237 | ZillowWeb7114 County Road 6 , Grafton, ND 58237-9128 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 7102 County Road 6, Grafton, 58237, ND","zillow"
"878","15320 71ST PL NE, GRAFTON, ND, 58237","""15320"" 71ST PL NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15320-71st-Pl...15320 71st Pl NE, Grafton, ND 58237 | ZillowWeb15320 71st Pl NE , Grafton, ND 58237-8897 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 15320 71st Pl NE, Grafton, 58237, ND","zillow"
"879","15320 71ST PL NE, GRAFTON, ND, 58237","""15320"" 71ST PL NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15320-71st-Pl...15320 71st Pl NE, Grafton, ND 58237 | ZillowWeb15320 71st Pl NE , Grafton, ND 58237-8897 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 15320 71st Pl NE, Grafton, 58237, ND","zillow"
"880","7162 COUNTY ROAD 4, GRAFTON, ND, 58237","""7162"" COUNTY ROAD 4, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7162-County...7162 County Road 4, Grafton, ND 58237 | ZillowWeb7162 County Road 4 , Grafton, ND 58237-8861 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"881","7197 HIGHWAY 81, GRAFTON, ND, 58237","""7197"" HIGHWAY 81, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7197-Highway-81...7197 Highway 81, Grafton, ND 58237 | ZillowWeb7197 Highway 81 , Grafton, ND 58237-9007 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"882","101 WILLIAMSON DR, GRAFTON, ND, 58237","""101"" WILLIAMSON DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/101-Williamson...101 Williamson Dr, Grafton, ND 58237 | ZillowWeb101 Williamson Dr , Grafton, ND 58237-2601 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"883","101 WILLIAMSON DR, GRAFTON, ND, 58237","""101"" WILLIAMSON DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/101-Williamson...101 Williamson Dr, Grafton, ND 58237 | ZillowWeb101 Williamson Dr , Grafton, ND 58237-2601 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"884","7196 COUNTY ROAD 10, GRAFTON, ND, 58237","""7196"" COUNTY ROAD 10, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7196-County...7196 County Road 10, Grafton, ND 58237 | ZillowWeb7196 County Road 10, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"885","15197 72ND ST NE, GRAFTON, ND, 58237","""15197"" 72ND ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15197-72nd-St...15197 72nd St NE, Grafton, ND 58237 | ZillowWeb15197 72nd St NE , Grafton, ND 58237-8870 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"886","15309 72ND ST NE, GRAFTON, ND, 58237","""15309"" 72ND ST NE, GRAFTON, ND, 58237","4","3","3,584","15309 72nd St NE, Grafton, ND 58237 | realtor.com®https://www.realtor.com/realestateandhomes-detail/...15309 72nd St NE, Grafton, ND 58237. 4 bed. 3 bath. 3,584 sqft. 15309 72nd St NE, a single family home located in Grafton, ND has 4 beds, 3 baths, and is 3,584 square feet. It was built in 1920. See moreHeating and Cooling1. Cooling Features: Yes2. Fireplace Features: Artificial See moreSchool Information1. High School: Grafton2. Middle School: Grafton See moreOther Property Info1. Annual Tax Amount: 506.002. Source Listing Status: Active See moreFrom realtor.comContentHeating and CoolingSchool InformationOther Property InfoSee all sections","realtor"
"887","14287 72ND ST NE, GRAFTON, ND, 58237","""14287"" 72ND ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 14287-72nd-St...14287 72nd St NE, Grafton, ND 58237 | ZillowWeb14287 72nd St NE , Grafton, ND 58237-9041 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 7253 143rd Ave NE, Grafton, 58237, ND","zillow"
"888","7253 143RD AVE NE, GRAFTON, ND, 58237","""7253"" 143RD AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7253-143rd-Ave...7253 143rd Ave NE, Grafton, ND 58237 | ZillowWeb7253 143rd Ave NE , Grafton, ND 58237-9040 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"889","7271 COUNTY ROAD 10, GRAFTON, ND, 58237","""7271"" COUNTY ROAD 10, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7271-County...7271 County Road 10, Grafton, ND 58237 | ZillowWeb7271 County Road 10, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"890","7280 COUNTY ROAD 10, GRAFTON, ND, 58237","""7280"" COUNTY ROAD 10, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 7280-County...7280 County Road 10, Grafton, ND 58237 | ZillowWeb7280 County Road 10 , Grafton, ND 58237-8704 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 7292 County Road 10, Grafton, 58237, ND","zillow"
"891","7292 COUNTY ROAD 10, GRAFTON, ND, 58237","""7292"" COUNTY ROAD 10, GRAFTON, ND, 58237","3","2","2,548","Zillowhttps://www.zillow.com/homedetails/7292-County...7292 County Road 10, Grafton, ND 58237 | ZillowWeb7292 County Road 10, Grafton, ND 58237 is currently not for sale. The 2,548 Square Feet single family home is a 3 beds, 2 baths property. This home was built in 1973 and last …","zillow"
"892","15658 COUNTY ROAD 9, DRAYTON, ND, 58225","""15658"" COUNTY ROAD 9, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15658-County...15658 County Road 9, Drayton, ND 58225 | ZillowWeb15658 County Road 9, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"893","7285 COUNTY ROAD 10, GRAFTON, ND, 58237","""7285"" COUNTY ROAD 10, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 7285-County...7285 County Road 10, Grafton, ND 58237 | ZillowWeb7285 County Road 10 , Grafton, ND 58237-8704 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"894","15495 COUNTY ROAD 9, DRAYTON, ND, 58225","""15495"" COUNTY ROAD 9, DRAYTON, ND, 58225","3","1.0",NA,"Zillowhttps://www.zillow.com/homedetails/15495-County...15495 County Road 9, Drayton, ND 58225 | ZillowWeb15495 County Road 9 , Drayton, ND 58225-9283 is currently not for sale. The sq. ft. single-family home is a 3 bed, 1.0 bath property. This home was built in 1949 and last sold on …","zillow"
"895","7353 COUNTY ROAD 4, DRAYTON, ND, 58225","""7353"" COUNTY ROAD 4, DRAYTON, ND, 58225","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7353-County...7353 County Road 4, Drayton, ND 58225 | ZillowWeb7353 County Road 4 , Drayton, ND 58225-9258 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"896","7350 143RD AVE NE, HOOPLE, ND, 58243","""7350"" 143RD AVE NE, HOOPLE, ND, 58243",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7350-143rd-Ave...7350 143rd Ave NE, Hoople, ND 58243 | ZillowWeb7350 143rd Ave NE, Hoople, ND 58243 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2014-12 …","zillow"
"897","7395 150TH AVE NE, GRAFTON, ND, 58237","""7395"" 150TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7395-150th-Ave...7395 150th Ave NE, Grafton, ND 58237 | ZillowWeb7395 150th Ave NE , Grafton, ND 58237-8703 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"898","14351 74TH ST NE, HOOPLE, ND, 58243","""14351"" 74TH ST NE, HOOPLE, ND, 58243","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14351-74th-St...14351 74th St NE, Hoople, ND 58243 | ZillowWeb14351 74th St NE , Hoople, ND 58243-9435 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"899","7413 149TH AVE NE, GRAFTON, ND, 58237","""7413"" 149TH AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7413-149th-Ave...7413 149th Ave NE, Grafton, ND 58237 | ZillowWeb7413 149th Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"900","7494 COUNTY ROAD 4, DRAYTON, ND, 58225","""7494"" COUNTY ROAD 4, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7494-County...7494 County Road 4, Drayton, ND 58225 | ZillowWebFarmstead between Grafton & Drayton. Includes: Ranch style home, Garage, Morton Blg (48x72), 3 grain bins, playhouse/Shed. Rural (Walsh Co) water. Well maintained property, Great value!","zillow"
"901","15315 75TH ST NE, GRAFTON, ND, 58237","""15315"" 75TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15315-75th-St...15315 75th St NE, Grafton, ND 58237 | ZillowWeb15315 75th St NE , Grafton, ND 58237-8877 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"902","15187 75TH ST NE, GRAFTON, ND, 58237","""15187"" 75TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15187-75th-St...15187 75th St NE, Grafton, ND 58237 | ZillowWeb15187 75th St NE , Grafton, ND 58237-8879 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"903","15255 75TH ST NE, GRAFTON, ND, 58237","""15255"" 75TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15255-75th-St...15255 75th St NE, Grafton, ND 58237 Web15255 75th St NE , Grafton, ND 58237-8878 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 15263 75th St NE, Grafton, 58237, ND","zillow"
"904","7516 COUNTY ROAD 4, DRAYTON, ND, 58225","""7516"" COUNTY ROAD 4, DRAYTON, ND, 58225",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7516-County...7516 County Road 4, Drayton, ND 58225 | ZillowWeb7516 County Road 4, Drayton, ND 58225 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"905","203 AUBURN DR, GRAFTON, ND, 58237","""203"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/203-Auburn-Dr...203 Auburn Dr, Grafton, ND 58237 | ZillowWeb203 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 203 Auburn Dr, Grafton, 58237, ND","zillow"
"906","203 AUBURN DR, GRAFTON, ND, 58237","""203"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 203-Auburn-Dr...203 Auburn Dr, Grafton, ND 58237 | ZillowWeb203 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 203 Auburn Dr, Grafton, 58237, ND","zillow"
"907","209 AUBURN DR, GRAFTON, ND, 58237","""209"" AUBURN DR, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/209-Auburn-Dr...209 Auburn Dr, Grafton, ND 58237 | ZillowWeb209 Auburn Dr, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2014-08-29 for …","zillow"
"908","213 AUBURN DR, GRAFTON, ND, 58237","""213"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/213-Auburn-Dr...213 Auburn Dr, Grafton, ND 58237 | ZillowWeb213 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"909","222 AUBURN DR, GRAFTON, ND, 58237","""222"" AUBURN DR, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/222-Auburn-Dr...222 Auburn Dr, Grafton, ND 58237 | ZillowWeb222 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single …","zillow"
"910","222 AUBURN DR, GRAFTON, ND, 58237","""222"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/222-Auburn-Dr...222 Auburn Dr, Grafton, ND 58237 | ZillowWeb222 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"911","222 AUBURN DR, GRAFTON, ND, 58237","""222"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/222-Auburn-Dr...222 Auburn Dr, Grafton, ND 58237 | ZillowWeb222 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"912","224 AUBURN DR, GRAFTON, ND, 58237","""224"" AUBURN DR, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 224-Auburn-Dr...224 Auburn Dr, Grafton, ND 58237 | ZillowWeb224 Auburn Dr , Grafton, ND 58237-9000 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"913","7590 151ST AVE NE, GRAFTON, ND, 58237","""7590"" 151ST AVE NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/7590-151st-Ave...7590 151st Ave NE, Grafton, ND 58237 | ZillowWeb7590 151st Ave NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"914","15229 76TH ST NE, GRAFTON, ND, 58237","""15229"" 76TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15229-76th-St...15229 76th St NE, Grafton, ND 58237 | ZillowWeb15229 76th St NE , Grafton, ND 58237-8881 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"915","15149 76TH ST NE, GRAFTON, ND, 58237","""15149"" 76TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/15149-76th-St...15149 76th St NE, Grafton, ND 58237 Web15149 76th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"916","15207 77TH ST NE, GRAFTON, ND, 58237","""15207"" 77TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15207-77th-St...15207 77th St NE, Grafton, ND 58237 | ZillowWeb15207 77th St NE , Grafton, ND 58237-8743 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View more property details, sales history and Zestimate data on Zillow.","zillow"
"917","7727 HIGHWAY 81, GRAFTON, ND, 58237","""7727"" HIGHWAY 81, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/7727-Highway-81...7727 Highway 81, Grafton, ND 58237 | ZillowWeb7727 Highway 81 , Grafton, ND 58237-9023 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
