,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
2050,16017053,16017053201912.0,2019,MAINE MEDICAL EDUCATION FOUNDATION,ME,E,PO BOX 190,MANCHESTER,04351-0190,3,HE,HE,HE,E,2240.0
2067,16021203,16021203201912.0,2019,MILBRIDGE MEDICAL CENTER,ME,E,PO BOX 311,CHERRYFIELD,04622-0311,3,HE,HE,EH,EH,0.0
2073,16022815,16022815202007.0,2020,ISLAND HEALTH & WELLNESS FOUNDATION,ME,E,PO BOX 654,DEER ISLE,04627-0654,3,HE,HE,HE,E,67244.0
2078,16023664,16023664201912.0,2019,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,E,10 WATER ST,WATERVILLE,04901-6559,3,HE,HE,HE,E,4779575.0
2079,16023681,16023681201909.0,2019,VISITING BOARD OF THE CHILDRENS HOSPITAL,ME,E,22 BRAMHALL ST,PORTLAND,04102-3134,3,HE,HE,HE,E,330.0
2084,16028972,16028972201912.0,2019,PENINSULA AMBULANCE CORPS,ME,E,PO BOX 834,BLUE HILL,04614-0834,3,HE,HE,HE,E,403026.0
2101,16217452,16217452201906.0,2019,ELLIOT HEALTH SYSTEM PROF & GEN LIAB INS TRUST,NH,E,1070 HOLT AVE UNIT 1 # 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2110,20202220,20202220201906.0,2019,CHESHIRE HEALTH FOUNDATION,NH,E,580 COURT ST # 590,KEENE,03431-1718,3,HE,HE,HE,E,245566.0
2116,20222118,20222118201909.0,2019,VALLEY REGIONAL HOSPITAL INC,NH,E,243 ELM ST,CLAREMONT,03743-4921,3,HE,HE,EH,EH,195433.0
2118,20222122,20222122202009.0,2020,CONCORD REGIONAL VISITING NURSE ASSOCIATION INC,NH,E,30 PILLSBURY ST,CONCORD,03301-3502,3,HE,HE,HE,E,1569428.0
2119,20222123,20222123201909.0,2019,CAPITAL REGION HEALTH CARE CORP,NH,E,250 PLEASANT ST,CONCORD,03301-7559,3,HE,HE,EH,EH,0.0
2120,20222126,20222126201909.0,2019,EXETER HEALTH RESOURCES,NH,E,5 ALUMNI DR,EXETER,03833-2128,3,HE,HE,EH,EH,4693.0
2121,20222131,20222131201909.0,2019,FMH WIND-DOWN COMPANY,NH,E,133 BROCK ST,ROCHESTER,03867-4404,3,HE,HE,EH,EH,454013.0
2122,20222136,20222136201909.0,2019,GOOD CHEER SOCIETY INC,NH,E,7 EXECUTIVE PARK DR,MERRIMACK,03054-4058,3,HE,HE,HE,E,13265.0
2126,20222140,20222140201906.0,2019,MARY HITCHCOCK MEMORIAL HOSPITAL,NH,E,1 MEDICAL CENTER DR,LEBANON,03756-1000,3,HE,HE,EH,EH,28349009.0
2128,20222150,20222150201909.0,2019,LRGHEALTHCARE,NH,E,900 ELM ST,MANCHESTER,03101-2007,3,HE,HE,EH,EH,2924140.0
2129,20222152,20222152201909.0,2019,LITTLETON HOSPITAL ASSOCIATION,NH,E,600 SAINT JOHNSBURY RD,LITTLETON,03561-3442,3,HE,HE,EH,EH,144867.0
2131,20222156,20222156201909.0,2019,MEMORIAL HOSPITAL,NH,E,3073 WHITE MOUNTAIN HWY,NORTH CONWAY,03860-7101,3,HE,HE,EH,EH,273207.0
2132,20222157,20222157201909.0,2019,MONADNOCK COMMUNITY HOSPITAL,NH,E,452 OLD STREET RD,PETERBOROUGH,03458-1263,3,HE,HE,EH,EH,568681.0
2138,20222171,20222171201906.0,2019,THE NEW LONDON HOSPITAL ASSOCIATION INC,NH,E,273 COUNTY RD,NEW LONDON,03257-5736,3,HE,HE,EH,EH,878017.0
2142,20222215,20222215201912.0,2019,ST JOSEPH HOSPITAL OF NASHUA NH,NH,E,172 KINSLEY ST,NASHUA,03060-3648,3,HE,HE,EH,EH,461378.0
2148,20222242,20222242201909.0,2019,WEEKS MEDICAL CENTER,NH,E,8 CLOVER LN,WHITEFIELD,03598-3343,3,HE,HE,EH,EH,1473497.0
2149,20222243,20222243201912.0,2019,WENTWORTH SENIOR LIVING,NH,E,346 PLEASANT ST,PORTSMOUTH,03801-4536,3,HE,HE,HE,E,38883.0
2156,20222791,20222791201906.0,2019,ALICE PECK DAY MEMORIAL HOSPITAL,NH,E,10 ALICE PECK DAY DR,LEBANON,03766-2900,3,HE,HE,EH,EH,682127.0
2157,20223321,20223321201909.0,2019,COTTAGE HOSPITAL,NH,E,90 SWIFTWATER RD,WOODSVILLE,03785-1421,3,HE,HE,EH,EH,387029.0
2160,20223332,20223332201909.0,2019,HUGGINS HOSPITAL,NH,E,240 S MAIN ST,WOLFEBORO,03894-4411,3,HE,HE,EH,EH,609835.0
2171,20226774,20226774201906.0,2019,SPEARE MEMORIAL HOSPITAL,NH,E,16 HOSPITAL RD,PLYMOUTH,03264-1126,3,HE,HE,EH,EH,615662.0
2174,20228242,20228242201909.0,2019,LAKES REGION VISITING NURSE ASSOCIATION,NH,E,186 WAUKEWAN ST,MEREDITH,03253-6023,3,HE,HE,HE,E,173062.0
2175,20228247,20228247201912.0,2019,VISITING NURSE ASSOCIATION OF FRANKLIN,NH,E,75 CHESTNUT ST,FRANKLIN,03235-1306,3,HE,HE,HE,E,209651.0
2177,20231026,20231026201912.0,2019,CORNERSTONE VNA,NH,E,178 FARMINGTON RD,ROCHESTER,03867-4352,3,HE,HE,HE,E,216874.0
2179,20232673,20232673201906.0,2019,ELLIOT HOSPITAL OF THE CITY OF MANCHESTER,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,EH,EH,4367177.0
2185,20235235,20235235201912.0,2019,TAMWORTH COMMUNITY NURSE ASSOCIATION,NH,E,PO BOX 352,TAMWORTH,03886-0352,3,HE,HE,HE,E,210413.0
2204,20258546,20258546201912.0,2019,NEWFOUND AREA NURSING ASSOCIATION,NH,E,214 LAKE ST,BRISTOL,03222-3572,3,HE,HE,HE,E,154113.0
2214,20262504,20262504201909.0,2019,MORRISON HOSPITAL ASSOCIATION,NH,E,6 TERRACE ST,WHITEFIELD,03598-3016,3,HE,HE,HE,E,88875.0
2242,20272825,20272825201908.0,2019,EASTER SEALS NEW HAMPSHIRE INC,NH,E,555 AUBURN ST,MANCHESTER,03103-4803,3,HE,HE,HE,E,4561361.0
2243,20273178,20273178201912.0,2019,PEMI-BAKER COMMUNITY HEALTH,NH,E,101 BOULDER POINT DR STE 3,PLYMOUTH,03264-3170,3,HE,HE,HE,E,225328.0
2246,20274905,20274905201909.0,2019,ROCKINGHAM VISITING NURSE ASSOCIATION AND HOSPICE,NH,E,137 EPPING RD,EXETER,03833-1550,3,HE,HE,HE,E,105659.0
2247,20275078,20275078201912.0,2019,FOUNDATION FOR HEALTHY COMMUNITIES,NH,E,125 AIRPORT RD,CONCORD,03301-7300,3,HE,HE,HE,E,10899787.0
2249,20276210,20276210201909.0,2019,UPPER CONNECTICUT VALLEY HOSPITAL ASSOCIATION,NH,E,181 CORLISS LN,COLEBROOK,03576-3207,3,HE,HE,EH,EH,86257.0
2253,20280367,20280367201909.0,2019,ANDROSCOGGIN VALLEY HOSPITAL INC,NH,E,59 PAGE HILL RD,BERLIN,03570-3531,3,HE,HE,EH,EH,535085.0
2255,20300637,20300637201909.0,2019,NORTH COUNTRY HOME HEALTH & HOSPICE AGENCY INC,NH,E,536 COTTAGE ST,LITTLETON,03561-4120,3,HE,HE,HE,E,434101.0
2262,20304203,20304203201912.0,2019,GREATER SEACOAST COMMUNITY HEALTH,NH,E,311 ROUTE 108,SOMERSWORTH,03878-1522,3,HE,HE,HE,E,7907525.0
2271,20312941,20312941201912.0,2019,LINWOOD MEDICAL CENTER,NH,E,PO BOX 26,N WOODSTOCK,03262-0026,3,HE,HE,EH,EH,401285.0
2272,20314400,20314400201906.0,2019,THE HOMEMAKERS HEALTH SERVICES,NH,E,215 ROCHESTER HILL RD,ROCHESTER,03867-1701,3,HE,HE,HE,E,119068.0
2273,20315693,20315693201909.0,2019,CATHOLIC MEDICAL CENTER,NH,E,100 MCGREGOR ST,MANCHESTER,03102-3770,3,HE,HE,EH,EH,5074621.0
2281,20325847,20325847201912.0,2019,SALEMHAVEN INC,NH,E,23 GEREMONTY DR,SALEM,03079-3314,3,HE,HE,HE,E,76284.0
2313,20337929,20337929201906.0,2019,UPPER VALLEY HOSTEL INC,NH,E,17 SOUTH ST,HANOVER,03755-2108,3,HE,HE,HE,E,98489.0
2349,20348630,20348630201909.0,2019,FRIENDS OF LAMPREY HEALTH CARE INC,NH,E,207 S MAIN ST,NEWMARKET,03857-1843,3,HE,HE,HE,E,0.0
2351,20348711,20348711201906.0,2019,CHILD HEALTH SERVICES,NH,E,145 HOLLIS ST,MANCHESTER,03101-1235,3,HE,HE,HE,E,0.0
2374,20354549,20354549201906.0,2019,CHESHIRE MEDICAL CENTER,NH,E,580 COURT ST,KEENE,03431-1718,3,HE,HE,EH,EH,1608883.0
2380,20358715,20358715202006.0,2020,WHITE MOUNTAIN COMMUNITY HEALTH CENTER,NH,E,298 WHITE MOUNTAIN HWY,CONWAY,03818-4204,3,HE,HE,HE,E,714591.0
2389,20360640,20360640201906.0,2019,VNA AT HCS INC,NH,E,312 MARLBORO ST,KEENE,03431-4163,3,HE,HE,HE,E,293420.0
2415,20368598,20368598201908.0,2019,HIGH HOPES FOUNDATION OF NEW HAMPSHIRE INC,NH,E,12 MURPHY DRIVE,NASHUA,03062-1903,3,HE,HE,HE,E,13885.0
2443,20389434,20389434201912.0,2019,STRAFFORD HEALTH ALLIANCE,NH,E,200 ROUTE 108 STE 3,SOMERSWORTH,03878-1119,3,HE,HE,HE,E,0.0
2445,20391160,20391160201912.0,2019,OPTIONS FOR WOMEN A PREGNANCY HELP CENTER,NH,E,120 WASHINGTON ST STE LL01,ROCHESTER,03839-5539,3,HE,HE,HE,E,286215.0
2450,20395295,20395295201906.0,2019,VNA PERSONAL SERVICES INC,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2451,20395296,20395296201906.0,2019,VISITING NURSE ASSOCIATION OF MANCHESTER & SOUTHERN NEW HAMPSHIR,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2453,20397338,20397338201909.0,2019,VALLEY REGIONAL HEALTHCARE INC,NH,E,243 ELM ST,CLAREMONT,03743-4921,3,HE,HE,EH,EH,0.0
2471,20405369,20405369201908.0,2019,MAKE A WISH OF NEW HAMPSHIRE INC,NH,E,814 ELM ST STE 300,MANCHESTER,03101-2130,3,HE,HE,HE,E,3013332.0
2489,20419693,20419693201912.0,2019,RAYMOND AMBULANCE INC,NH,E,PO BOX 1089,RAYMOND,03077-1089,3,HE,HE,HE,E,0.0
2491,20420789,20420789201909.0,2019,MONADNOCK HEALTH SERVICES,NH,E,452 OLD STREET RD,PETERBOROUGH,03458-1263,3,HE,HE,EH,EH,0.0
2513,20433799,20433799201907.0,2019,GREATER DERRY COMMUNITY HEALTH SERVICES INC,NH,E,14 TSIENNETO RD STE 301,DERRY,03038-1647,3,HE,HE,HE,E,215494.0
2514,20434898,20434898201912.0,2019,CARE NET PREGNANCY CENTER OF THE MONADOCK REGION,NH,E,100 WASHINGTON ST,KEENE,03431-3157,3,HE,HE,HE,E,119590.0
2520,20438264,20438264201909.0,2019,CAPITAL REGION HEALTH VENTURES CORPORATION,NH,E,250 PLEASANT ST,CONCORD,03301-7559,3,HE,HE,EH,EH,0.0
2524,20438862,20438862201909.0,2019,LAKE SUNAPEE REGION VISITING NURSE ASSOCIATION,NH,E,PO BOX 2209,NEW LONDON,03257-2209,3,HE,HE,HE,E,0.0
2525,20438863,20438863201909.0,2019,LAKE SUNAPEE COMMUNITY HEALTH SERVICES,NH,E,107 NEWPORT RD,NEW LONDON,03257-5415,3,HE,HE,HE,E,14920.0
2536,20444860,20444860201912.0,2019,NASHUA REGIONAL CANCER CENTER INC,NH,E,11 N SOUTHWOOD DR,NASHUA,03063-1803,3,HE,HE,EH,EH,2512.0
2540,20445306,20445306201912.0,2019,WARREN-WENTWORTH AMBULANCE SERVICE,NH,E,PO BOX 219,WARREN,03279-0219,3,HE,HE,HE,E,78417.0
2556,20451691,20451691202006.0,2020,EASTERN NURSING RESEARCH SOCIETY,VA,E,673 POTOMAC STATION DRIVE NO 801,LEESBURG,20176-1819,3,HE,HE,HE,E,112986.0
2563,20453814,20453814201912.0,2019,NEW HAMPSHIRE PUBLIC HEALTH ASSOCIATION,NH,E,4 PARK STSUITE 403,CONCORD,03301-0000,3,HE,HE,HE,E,327114.0
2574,20458174,20458174201906.0,2019,AMOSKEAG HEALTH,NH,E,145 HOLLIS ST,MANCHESTER,03101-1235,3,HE,HE,HE,E,9166020.0
2576,20458498,20458498201912.0,2019,JAFFREY-RINDGE MEMORIAL AMBULANCE INC,NH,E,PO BOX 107,JAFFREY,03452-0107,3,HE,HE,HE,E,76163.0
2584,20460245,20460245201909.0,2019,CATHOLIC MEDICAL CENTER PHYSICIANS PRACTICE ASSOCIATES,NH,E,195 MCGREGOR STREET,MANCHESTER,03102-3748,3,HE,HE,HE,E,0.0
2599,20464932,20464932201906.0,2019,HOME HEALTH CARE AND COMMUNITY SERVICES INC,NH,E,312 MARLBORO ST,KEENE,03431-4163,3,HE,HE,HE,E,354139.0
2657,20484978,20484978201911.0,2019,NEW HAMPSHIRE LONG TERM CARE FOUNDATION INC,NH,E,5 SHEEP DAVIS RD STE E,PEMBROKE,03275-3706,3,HE,HE,HE,E,88567.0
2666,20487172,20487172201906.0,2019,MID-STATE HEALTH CENTER,NH,E,101 BOULDER POINT DR,PLYMOUTH,03264-3170,3,HE,HE,HE,E,2310753.0
2723,20500866,20500866201906.0,2019,GREATER NASHUA DENTAL CONNECTION,NH,E,31 CROSS ST,NASHUA,03064-2226,3,HE,HE,HE,E,134316.0
2734,20503184,20503184201909.0,2019,NORTH COUNTRY HEALTH CONSORTIUM,NH,E,262 COTTAGE ST STE 230,LITTLETON,03561-4143,3,HE,HE,EH,EH,4959649.0
2735,20503400,20503400201912.0,2019,NEW CREATION HEALING CENTER INC,NH,E,80 ROUTE 125,KINGSTON,03848-3535,3,HE,HE,EH,EH,52594.0
2754,20509221,20509221201906.0,2019,SOUTHERN NEW HAMPSHIRE HEALTH SYSTEM INC,NH,E,PO BOX 2014,NASHUA,03061-2014,3,HE,HE,EH,EH,0.0
2756,20509589,20509589201906.0,2019,ELLIOT PHYSICIANS NETWORK INC,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,1625.0
2760,20509911,20509911201906.0,2019,ELLIOT HEALTH SYSTEMS,NH,E,1 ELLIOT WAY,MANCHESTER,03103-3502,3,HE,HE,EH,EH,0.0
2769,20511736,20511736201912.0,2019,CHARLESTOWN AMBULANCE ATTENDANTS ASSOCIATION,NH,E,PO BOX 369,CHARLESTOWN,03603-0369,3,HE,HE,HE,E,14094.0
2771,20512229,20512229201906.0,2019,MARY AND JOHN ELLIOT CHARITABLE FOUNDATION,NH,E,1070 HOLT AVE UNIT 1 # 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,10282698.0
2795,20517710,20517710201912.0,2019,DEVON NICOLES HOUSE INC,MA,E,28 STATE STREET,BOSTON,02109-1775,3,HE,HE,HE,E,1167.0
2808,20519436,20519436201909.0,2019,ALLIANCE AMBULATORY SERVICES,NH,E,100 MCGREGOR ST,MANCHESTER,03102-3730,3,HE,HE,HE,E,0.0
2867,20532273,20532273201912.0,2019,UNITED EMERGENCY RESPONSE SERVICES INC,NY,E,71 GROVE ST,GLENWOOD LNDG,11547-3006,3,HE,HE,HE,E,0.0
2883,20536768,20536768201912.0,2019,POSITIVE EXPOSURE PRODUCTIONS INC,NY,E,14 E 109TH ST,NEW YORK,10029-3402,3,HE,HE,HE,E,321183.0
2900,20542526,20542526201912.0,2019,HEALTH INFORMATION RESEARCH INC,MD,E,4601 B LYNN BURKE ROAD,MONROVIA,21770-9428,3,HE,HE,HE,E,12525.0
2921,20547475,20547475201912.0,2019,CHASDEI RIVKA ROCHEL INC,NJ,E,227 PRIVATE WAY,LAKEWOOD,08701-2573,3,HE,HE,HE,E,1000.0
2949,20554604,20554604201912.0,2019,WASHINGTON INFORMATION NETWORK 2-1-1,WA,E,304 W LINCOLN AVE,YAKIMA,98902-2656,3,HE,HE,HE,E,829567.0
2967,20560511,20560511201912.0,2019,CENTER FOR HEALING AND HOPE,IN,E,PO BOX 195,GOSHEN,46527-0195,3,HE,HE,HE,E,3443840.0
2975,20564689,20564689201912.0,2019,INSTITUTE FOR MEDICATION ACCESS AND COMPLIANCE,NJ,E,PO BOX 2156,FLEMINGTON,08822-2156,3,HE,HE,HE,E,21976.0
3011,20575163,20575163202002.0,2020,WALNUT STREET COMMUNITY HEALTH CENTER INC,MD,E,201 SOUTH CLEVELAND AVENUE,HAGERSTOWN,21740-5745,3,HE,HE,HE,E,2794292.0
3037,20583565,20583565201912.0,2019,CULLMAN REGIONAL MEDICAL CENTER EMPLOYEE BENEVOLENT FUND,AL,E,PO BOX 1108,CULLMAN,35056-1108,3,HE,HE,HE,E,65603.0
3041,20585175,20585175201909.0,2019,WASHTENAW HEALTH PLAN CORPORATION,MI,E,555 TOWNER ST,YPSILANTI,48198-5723,3,HE,HE,EH,EH,543082.0
3042,20585594,20585594201906.0,2019,CENTER FOR COMMUNITY RESOURCES INCORPORATED,PA,E,212214 S MAIN ST 227,BUTLER,16001-0000,3,HE,HE,HE,E,5802120.0
3066,20594872,20594872201912.0,2019,POCONO MOUNTAIN REGIONAL EMERGENCY MEDICAL SERVICES INC,PA,E,135 TEGAWITHA RD,TOBYHANNA,18466-7796,3,HE,HE,HE,E,812678.0
3079,20598440,20598440201909.0,2019,GEORGETOWN HOSPITAL SYSTEM,SC,E,606 BLACK RIVER RD,GEORGETOWN,29440-3304,3,HE,HE,EH,EH,0.0
3105,20606825,20606825201912.0,2019,A COMMUNITY OF TRANSFORMATION INC,MD,E,PO BOX 1394,SEVERNA PARK,21146-8394,3,HE,HE,HE,E,11191.0
3107,20606865,20606865201809.0,2018,CAREFIRST COMMUNITY HEALTH SERVICES,MI,E,8097 DECATUR ST,DETROIT,48228-2721,3,HE,HE,HE,E,508428.0
3119,20610655,20610655201912.0,2019,HEALTHY COMMUNITIES COALITION OF LYON AND STOREY COUNTIES,NV,E,PO BOX 517,DAYTON,89403-0517,3,HE,HE,HE,E,5504125.0
3131,20613686,20613686201912.0,2019,YOUTH EMERGENCY SERVICE FOUNDATION,WY,E,PO BOX 2151,GILLETTE,82717-2151,3,HE,HE,HE,E,130014.0
3259,20657700,20657700201912.0,2019,IVORY COAST MEDICAL RELIEF TEAM ICMRT,WA,E,PO BOX 1364,BELLEVUE,98009-1364,3,HE,HE,HE,E,16084.0
3261,20658463,20658463201912.0,2019,ASHA-JYOTHI,VA,E,13760 HENRY POND CT,CHANTILLY,20151-2351,3,HE,HE,HE,E,545683.0
3269,20660689,20660689201908.0,2019,TSA-B REGIONAL ADVISORY COUNCIL BRAC,TX,E,PO BOX 53597,LUBBOCK,79453-3597,3,HE,HE,HE,E,456152.0
3280,20663908,20663908201912.0,2019,SKAALEN VILLAGE INC,WI,E,400 N MORRIS ST,STOUGHTON,53589-1857,3,HE,HE,HE,E,0.0
3312,20676746,20676746201906.0,2019,SOUTHERN COLORADO RETAC INC,CO,E,PO BOX 9271,PUEBLO,81008-9271,3,HE,HE,HE,E,0.0
3363,20692996,20692996201909.0,2019,STEPHENS COUNTY EMERGENCY PHYSICIANS INC,GA,E,163 HOSPITAL DR,TOCCOA,30577-6820,3,HE,HE,HE,E,0.0
3364,20693325,20693325201912.0,2019,LA CASA DE SALUD INC,NY,E,966 PROSPECT AVE,BRONX,10459-3270,3,HE,HE,HE,E,4660963.0
3381,20701562,20701562201906.0,2019,METHODIST FAMILY HEALTH FOUNDATION INC,AR,E,1600 ALDERSGATE RD SUITE 100,LITTLE ROCK,72205-6676,3,HE,HE,HE,E,1637575.0
3382,20701782,20701782201906.0,2019,ATLANTICARE PHYSICIAN GROUP PA,NJ,E,2500 ENGLISH CREEK RD BLDG 500,EGG HARBOR TWNSHIP,08234-5549,3,HE,HE,HE,E,0.0
3392,20703686,20703686201912.0,2019,BEACON CHRISTIAN COMMUNITY HEALTH CENTER INC,NY,E,2079 FOREST AVE,STATEN ISLAND,10303-1865,3,HE,HE,HE,E,2465351.0
3431,20714551,20714551201912.0,2019,HEALTH AND LIFE ORGANIZATION INC,CA,E,7275 E SOUTHGATE DR STE 204,SACRAMENTO,95823-2629,3,HE,HE,HE,E,650754.0
3440,20718418,20718418201912.0,2019,NACO WELLNESS INITIATIVE,AZ,E,PO BOX 1648,BISBEE,85603-2648,3,HE,HE,HE,E,38241.0
3520,20751416,20751416201912.0,2019,CMAP EXPRESS,LA,E,1101 4TH ST STE 300,ALEXANDRIA,71301-8311,3,HE,HE,HE,E,920173.0
3523,20751906,20751906201912.0,2019,CALIFORNIA HEALTH CARE COALITION,CA,E,1843 HOTEL CIRCLE SOUTH 3RD FLOOR,SAN DIEGO,92108-3320,3,HE,HE,HE,E,0.0
3528,20753921,20753921201906.0,2019,MONROE COMMUNITY AMBULANCE,MI,E,1200 STATE CIR,ANN ARBOR,48108-1691,3,HE,HE,HE,E,14108.0
3535,20755960,20755960201912.0,2019,SOUTH BEACH NURSING AND REHABILITATION CENTER INC,FL,E,16855 NE 2ND AVE UNIT N400,N MIAMI BEACH,33162-1744,3,HE,HE,HE,E,0.0
3570,20777195,20777195201912.0,2019,BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,NC,E,2201 S STERLING ST,MORGANTON,28655-4044,3,HE,HE,HE,E,64297.0
3645,20813294,20813294201912.0,2019,HARRISONBURG COMMUNITY HEALTH CENTER INC,VA,E,PO BOX 308,HARRISONBURG,22803-0308,3,HE,HE,HE,E,2737422.0
3668,26005439,26005439201912.0,2019,BALCH HOSPITAL U/W EMELINE R BALCH,RI,E,ONE CITIZENS BANK WAY JCB115,JOHNSTON,02919-1922,3,HE,HE,HE,E,0.0
3671,26005989,26005989201912.0,2019,NUTT HOSPITAL ASSOCIATION,NH,E,20 TRAFALGAR SQ STE 202,NASHUA,03063-4903,3,HE,HE,HE,E,0.0
3672,26006214,26006214202006.0,2020,ELLIOT HOSPITAL ASSOCIATES,NH,E,1 ELLIOT WAY,MANCHESTER,03103-3599,3,HE,HE,HE,E,1975.0
3714,26016061,26016061201912.0,2019,LAKES REGION GENERAL HOSPITAL AUXILLARY,NH,E,C/O JAMES W ROWE 29 ABERRY DRIVE,LACONIA,03246-0000,3,HE,HE,HE,E,882.0
3735,26167634,26167634201909.0,2019,CONSOLATA HEALTHCARE FOUNDATION,TX,E,499 10TH ST,FLORESVILLE,78114-3175,3,HE,HE,HE,E,5300.0
3740,30107300,30107300201909.0,2019,BRATTLEBORO MEMORIAL HOSPITAL,VT,E,17 BELMONT AVENUE,BRATTLEBORO,05301-7601,3,HE,HE,EH,EH,1178724.0
3742,30140186,30140186201912.0,2019,MAYO HEALTHCARE INC,VT,E,71 RICHARDSON ST,NORTHFIELD,05663-5644,3,HE,HE,HE,E,44925.0
3743,30177161,30177161201909.0,2019,CARLOS G OTIS HEALTH CARE CENTER INC,VT,E,PO BOX 216,TOWNSHEND,05353-0216,3,HE,HE,EH,EH,1126798.0
3752,30179415,30179415201912.0,2019,BRATTLEBORO MUTUAL AID ASSOCIATION INC,VT,E,80 MAPLE ST,BRATTLEBORO,05301-6551,3,HE,HE,HE,E,61618.0
3753,30179418,30179418201909.0,2019,GIFFORD MEDICAL CENTER INC,VT,E,44 S MAIN ST,RANDOLPH,05060-1381,3,HE,HE,EH,EH,312380.0
3755,30179423,30179423201909.0,2019,COPLEY HOSPITAL INC,VT,E,528 WASHINGTON HWY,MORRISVILLE,05661-8973,3,HE,HE,EH,EH,356332.0
3758,30179435,30179435201909.0,2019,SOUTHWESTERN VERMONT HEALTH CARE CORPORATION,VT,E,100 HOSPITAL DR,BENNINGTON,05201-5004,3,HE,HE,EH,EH,0.0
3759,30179437,30179437201909.0,2019,SPRINGFIELD HOSPITAL INC,VT,E,25 RIDGEWOOD RD,SPRINGFIELD,05156-3050,3,HE,HE,EH,EH,243556.0
3767,30181052,30181052201912.0,2019,FANNY ALLEN HOSPITAL HOTEL DIEU,MA,E,100 AMES POND DR STE 102,TEWKSBURY,01876-1240,3,HE,HE,HE,E,0.0
3769,30181055,30181055202002.0,2020,TRUSTEES OF THE GILL ODD FELLOWS HOME OF VERMONT THE,VT,E,8 GILL TER,LUDLOW,05149-1004,3,HE,HE,HE,E,6160.0
3771,30181058,30181058201909.0,2019,PORTER HOSPITAL INC HCSR,VT,E,115 PORTER DR,MIDDLEBURY,05753-8423,3,HE,HE,EH,EH,352828.0
3779,30183483,30183483201909.0,2019,RUTLAND HOSPITAL INC,VT,E,160 ALLEN ST,RUTLAND,05701-4560,3,HE,HE,EH,EH,3736338.0
3782,30183720,30183720202004.0,2020,VERMONT EASTERN STAR HOME INC,VT,E,C/O DORIS GRAVES 29 HIGHLAND AVE,RANDOLPH,05060-0000,3,HE,HE,HE,E,6477.0
3783,30183721,30183721201909.0,2019,WINDSOR HOSPITAL CORPORATION,VT,E,289 COUNTY RD,WINDSOR,05089-9000,3,HE,HE,EH,EH,1332952.0
3792,30185024,30185024201912.0,2019,VNA & HOSPICE OF THE SOUTHWEST REGION INC,VT,E,PO BOX 787,RUTLAND,05702-0787,3,HE,HE,HE,E,2081464.0
3795,30185556,30185556201909.0,2019,"NORTH COUNTRY HOSPITAL & HEALTH CENTER,INC",VT,E,189 PROUTY DR,NEWPORT,05855-9326,3,HE,HE,EH,EH,331527.0
3808,30197766,30197766201912.0,2019,OTTAUQUECHEE HEALTH FOUNDATION INC,VT,E,PO BOX 784,WOODSTOCK,05091-0784,3,HE,HE,HE,E,265738.0
3828,30215982,30215982201912.0,2019,RICHFORD HEALTH CENTER INC,VT,E,44 MAIN ST STE 200,RICHFORD,05476-1141,3,HE,HE,HE,E,3086077.0
3844,30219309,30219309201909.0,2019,UNIVERSITY OF VERMONT MEDICAL CENTER INC,VT,E,111 COLCHESTER AVE,BURLINGTON,05401-1473,3,HE,HE,EH,EH,17199818.0
3849,30220733,30220733201906.0,2019,CLARA MARTIN CENTER INC,VT,E,PO BOX G,RANDOLPH,05060-0167,3,HE,HE,HE,E,3140193.0
3858,30222941,30222941201912.0,2019,PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND,VT,E,784 HERCULES DR STE 110,COLCHESTER,05446-8049,3,HE,HE,HE,E,8788939.0
3864,30224616,30224616201906.0,2019,LAMOILLE HOME HEALTH AGENCY INC,VT,E,54 FARR AVE,MORRISVILLE,05661-9181,3,HE,HE,HE,E,262413.0
3865,30225105,30225105201909.0,2019,THE UNIVERSITY OF VERMONT HEALTH NETWORK MEDICAL GROUP INC,VT,E,111 COLCHESTER AVE,BURLINGTON,05401-1473,3,HE,HE,HE,E,0.0
3871,30228038,30228038201909.0,2019,VERMONT DENTAL CARE PROGRAM INC,VT,E,32 MALLETTS BAY AVE STE B,WINOOSKI,05404-1960,3,HE,HE,HE,E,0.0
3883,30229931,30229931201909.0,2019,UNIVERSITY HEALTH CENTER INC,VT,E,4 SAMS LN,SWANTON,05488-8435,3,HE,HE,HE,E,0.0
3898,30240129,30240129201906.0,2019,NORTHEAST WASHINGTON COUNTY COMMUNITY HEALTH INC,VT,E,PO BOX 320,PLAINFIELD,05667-0320,3,HE,HE,HE,E,2060863.0
