,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
2156,10887315,10887315201812.0,2018,MIDLOTHIAN FREE HEALTH CLINIC,OH,E,PO BOX 2965,YOUNGSTOWN,44511-0965,3,HE,HE,HE,E,43556.0
2243,10920936,10920936201812.0,2018,MERCY IN ME FREE MEDICAL CLINIC,SC,E,PO BOX 1684,CHERAW,29520-4684,3,HE,HE,HE,E,94876.0
2257,10926225,10926225201905.0,2019,NATIONAL ASSOCIATION OF HEALTHCARE ADVOCACY CONSULTANTS,CA,E,2625 ALCATRAZ AVENUE 228,BERKELEY,94705-2702,3,HE,HE,HE,E,981.0
2274,10931664,10931664201812.0,2018,KELLYS ANGELS INC,NY,E,10 SEPIA LN,WILTON,12831-3214,3,HE,HE,HE,E,15015.0
2281,10932846,10932846201806.0,2018,GENESIS HEALTHCARE INC,SC,E,3400 WEST AVE,COLUMBIA,29203-6901,3,HE,HE,HE,E,0.0
2284,10934160,10934160201812.0,2018,THE NEW YORK MILK BANK INC,NY,E,401 COLUMBUS AVENUE,VALHALLA,10595-1326,3,HE,HE,HE,E,184342.0
2297,10938535,10938535201812.0,2018,ART OF BIRTH AND WELLNESS AT LIVING TREE,NM,E,1210 N MAIN ST,LAS CRUCES,88001-1102,3,HE,HE,HE,E,20441.0
2313,10945309,10945309201812.0,2018,JANE PAULEY COMMUNITY HEALTH CENTER INC,IN,E,1503 N MITTHOEFFER RD,INDIANAPOLIS,46229-2425,3,HE,HE,HE,E,4355302.0
2354,10962276,10962276201808.0,2018,DRISCOLL HEALTHCARE SERVICES,TX,E,3533 S ALAMEDA ST,CORP CHRISTI,78411-1721,3,HE,HE,HE,E,1950.0
2368,10966096,10966096201812.0,2018,MARYLAND DENTAL ACTION COALITION INC,MD,E,10015 OLD COLUMBIA RD D 100,COLUMBIA,21046-1703,3,HE,HE,HE,E,377317.0
2371,10967384,10967384201812.0,2018,FUNCTIONAL HEALTH INC,GA,E,455 E PACES FERRY RD NE STE 201,ATLANTA,30305-3319,3,HE,HE,HE,E,10000.0
2436,16012835,16012835201812.0,2018,ISLANDS COMMUNITY MEDICAL SERVICES INC,ME,E,15 MEDICAL CENTER LOOP,VINALHAVEN,04863-4119,3,HE,HE,HE,E,1561635.0
2450,16017053,16017053201812.0,2018,MAINE MEDICAL EDUCATION FOUNDATION,ME,E,PO BOX 190,MANCHESTER,04351-0190,3,HE,HE,HE,E,4050.0
2456,16018816,16018816201808.0,2018,COMMUNITY HEALTH CENTER INC,ME,E,PO BOX 9,MECHANIC FLS,04256-0009,3,HE,HE,HE,E,0.0
2467,16021203,16021203201812.0,2018,MILBRIDGE MEDICAL CENTER,ME,E,PO BOX 311,CHERRYFIELD,04622-0311,3,HE,HE,EH,EH,0.0
2473,16022815,16022815201907.0,2019,ISLAND HEALTH & WELLNESS FOUNDATION,ME,E,AIRPORT ROAD,DEER ISLE,04627-0000,3,HE,HE,HE,E,83481.0
2477,16023664,16023664201812.0,2018,HEALTHREACH COMMUNITY HEALTH CENTERS,ME,E,10 WATER ST STE 305,WATERVILLE,04901-6559,3,HE,HE,HE,E,4472934.0
2478,16023681,16023681201809.0,2018,VISITING BOARD OF THE CHILDRENS HOSPITAL,ME,E,22 BRAMHALL ST,PORTLAND,04102-3134,3,HE,HE,HE,E,360.0
2483,16024421,16024421201806.0,2018,MOUNT DESERT MEDICAL CENTER,ME,E,150 CLARK POINT RD,BERNARD,04612-3657,3,HE,HE,HE,E,1000.0
2485,16028972,16028972201812.0,2018,PENINSULA AMBULANCE CORPS,ME,E,PO BOX 834,BLUE HILL,04614-0834,3,HE,HE,HE,E,346439.0
2508,16217452,16217452201806.0,2018,ELLIOT HEALTH SYSTEM PROF & GEN LIAB INS TRUST,NH,E,1070 HOLT AVE UNIT 1 # 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2518,20202220,20202220201806.0,2018,CHESHIRE HEALTH FOUNDATION,NH,E,580 COURT ST # 590,KEENE,03431-1718,3,HE,HE,HE,E,519424.0
2526,20222118,20222118201809.0,2018,VALLEY REGIONAL HOSPITAL INC,NH,E,243 ELM ST,CLAREMONT,03743-4921,3,HE,HE,EH,EH,88104.0
2528,20222122,20222122201909.0,2019,CONCORD REGIONAL VISITING NURSE ASSOCIATION INC,NH,E,30 PILLSBURY ST,CONCORD,03301-3502,3,HE,HE,HE,E,548033.0
2529,20222123,20222123201809.0,2018,CAPITAL REGION HEALTH CARE CORP,NH,E,250 PLEASANT ST,CONCORD,03301-7559,3,HE,HE,EH,EH,0.0
2530,20222126,20222126201809.0,2018,EXETER HEALTH RESOURCES,NH,E,5 ALUMNI DR,EXETER,03833-2128,3,HE,HE,EH,EH,3563.0
2531,20222131,20222131201809.0,2018,FRISBIE MEMORIAL HOSPITAL,NH,E,11 WHITEHALL RD,ROCHESTER,03867-3226,3,HE,HE,EH,EH,478413.0
2532,20222136,20222136201809.0,2018,GOOD CHEER SOCIETY INC,NH,E,7 EXECUTIVE PARK DR,MERRIMACK,03054-4058,3,HE,HE,HE,E,14464.0
2536,20222140,20222140201806.0,2018,MARY HITCHCOCK MEMORIAL HOSPITAL,NH,E,1 MEDICAL CENTER DR,LEBANON,03756-1000,3,HE,HE,EH,EH,29386191.0
2539,20222150,20222150201809.0,2018,LRGHEALTHCARE,NH,E,80 HIGHLAND ST,LACONIA,03246-3298,3,HE,HE,EH,EH,3181383.0
2540,20222152,20222152201809.0,2018,LITTLETON HOSPITAL ASSOCIATION,NH,E,600 SAINT JOHNSBURY RD,LITTLETON,03561-3442,3,HE,HE,EH,EH,190650.0
2543,20222156,20222156201809.0,2018,MEMORIAL HOSPITAL,NH,E,3073 WHITE MOUNTAIN HWY,NORTH CONWAY,03860-7101,3,HE,HE,EH,EH,86939.0
2544,20222157,20222157201809.0,2018,MONADNOCK COMMUNITY HOSPITAL,NH,E,452 OLD STREET RD,PETERBOROUGH,03458-1263,3,HE,HE,EH,EH,1019530.0
2550,20222171,20222171201806.0,2018,THE NEW LONDON HOSPITAL ASSOCIATION INC,NH,E,3 COUNTY ROAD,W LONDON,03257-0000,3,HE,HE,EH,EH,684540.0
2553,20222215,20222215201812.0,2018,ST JOSEPH HOSPITAL OF NASHUA NH,NH,E,172 KINSLEY ST,NASHUA,03060-3648,3,HE,HE,EH,EH,143169.0
2559,20222242,20222242201809.0,2018,WEEKS MEDICAL CENTER,NH,E,8 CLOVER LN,WHITEFIELD,03598-3343,3,HE,HE,EH,EH,691238.0
2560,20222243,20222243201812.0,2018,WENTWORTH SENIOR LIVING,NH,E,346 PLEASANT ST,PORTSMOUTH,03801-4536,3,HE,HE,HE,E,164967.0
2567,20222791,20222791201806.0,2018,ALICE PECK DAY MEMORIAL HOSPITAL,NH,E,10 ALICE PECK DAY DR,LEBANON,03766-2900,3,HE,HE,EH,EH,1105059.0
2569,20223321,20223321201809.0,2018,COTTAGE HOSPITAL,NH,E,90 SWIFTWATER RD,WOODSVILLE,03785-1421,3,HE,HE,EH,EH,70273.0
2572,20223332,20223332201809.0,2018,HUGGINS HOSPITAL,NH,E,240 S MAIN ST,WOLFEBORO,03894-4411,3,HE,HE,EH,EH,1574798.0
2586,20226774,20226774201806.0,2018,SPEARE MEMORIAL HOSPITAL,NH,E,16 HOSPITAL RD,PLYMOUTH,03264-1126,3,HE,HE,EH,EH,629914.0
2588,20228242,20228242201809.0,2018,LAKES REGION VISITING NURSE ASSOCIATION,NH,E,186 WAUKEWAN ST,MEREDITH,03253-6023,3,HE,HE,HE,E,178298.0
2589,20228247,20228247201812.0,2018,VISITING NURSE ASSOCIATION OF FRANKLIN,NH,E,75 CHESTNUT ST,FRANKLIN,03235-1306,3,HE,HE,HE,E,144863.0
2591,20231026,20231026201812.0,2018,CORNERSTONE VNA,NH,E,178 FARMINGTON RD,ROCHESTER,03867-4352,3,HE,HE,HE,E,231163.0
2593,20232673,20232673201806.0,2018,ELLIOT HOSPITAL OF THE CITY OF MANCHESTER,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,EH,EH,3604754.0
2599,20235235,20235235201812.0,2018,TAMWORTH COMMUNITY NURSE ASSOCIATION,NH,E,PO BOX 352,TAMWORTH,03886-0352,3,HE,HE,HE,E,213817.0
2601,20237260,20237260201809.0,2018,CONCORD HOSPITAL ASSOCIATES GIFT SHOP,NH,E,250 PLEASANT ST,CONCORD,03301-7539,3,HE,HE,HE,E,1665.0
2622,20258546,20258546201812.0,2018,NEWFOUND AREA NURSING ASSOCIATION,NH,E,214 LAKE ST,BRISTOL,03222-3572,3,HE,HE,HE,E,201956.0
2635,20262504,20262504201809.0,2018,MORRISON HOSPITAL ASSOCIATION,NH,E,6 TERRACE ST,WHITEFIELD,03598-3016,3,HE,HE,HE,E,213400.0
2664,20272825,20272825201808.0,2018,EASTER SEALS NEW HAMPSHIRE INC,NH,E,555 AUBURN ST,MANCHESTER,03103-4803,3,HE,HE,HE,E,5366789.0
2666,20273178,20273178201812.0,2018,PEMI-BAKER COMMUNITY HEALTH,NH,E,101 BOULDER POINT DR STE 3,PLYMOUTH,03264-3170,3,HE,HE,HE,E,219039.0
2669,20274905,20274905201809.0,2018,ROCKINGHAM VISITING NURSE ASSOCIATION AND HOSPICE,NH,E,137 EPPING RD,EXETER,03833-1550,3,HE,HE,HE,E,67135.0
2670,20275078,20275078201812.0,2018,FOUNDATION FOR HEALTHY COMMUNITIES,NH,E,125 AIRPORT RD,CONCORD,03301-7300,3,HE,HE,HE,E,11434982.0
2671,20275423,20275423201806.0,2018,HOLIDAY CENTER INC,NH,E,1774 RIVERSIDE DR APT 2,BERLIN,,3,HE,HE,HE,E,68.0
2673,20276210,20276210201809.0,2018,UPPER CONNECTICUT VALLEY HOSPITAL ASSOCIATION,NH,E,181 CORLISS LN,COLEBROOK,03576-3207,3,HE,HE,EH,EH,455556.0
2677,20280367,20280367201809.0,2018,ANDROSCOGGIN VALLEY HOSPITAL INC,NH,E,59 PAGE HILL RD,BERLIN,03570-3531,3,HE,HE,EH,EH,71471.0
2678,20300637,20300637201809.0,2018,NORTH COUNTRY HOME HEALTH & HOSPICE AGENCY INC,NH,E,536 COTTAGE ST,LITTLETON,03561-4120,3,HE,HE,HE,E,404514.0
2691,20304203,20304203201812.0,2018,GREATER SEACOAST COMMUNITY HEALTH,NH,E,311 ROUTE 108,SOMERSWORTH,03878-1522,3,HE,HE,HE,E,10671190.0
2698,20311473,20311473201906.0,2019,VISITING NURSE HOME CARE & HOSPICE OF CARROLL COUNTY,NH,E,PO BOX 432,NORTH CONWAY,03860-0432,3,HE,HE,HE,E,373920.0
2702,20312941,20312941201812.0,2018,LINWOOD MEDICAL CENTER,NH,E,PO BOX 26,N WOODSTOCK,03262-0026,3,HE,HE,EH,EH,151670.0
2705,20315693,20315693201809.0,2018,CATHOLIC MEDICAL CENTER,NH,E,100 MCGREGOR ST,MANCHESTER,03102-3770,3,HE,HE,EH,EH,3497316.0
2716,20325847,20325847201812.0,2018,SALEMHAVEN INC,NH,E,23 GEREMONTY DR,SALEM,03079-3314,3,HE,HE,HE,E,36125.0
2786,20348630,20348630201809.0,2018,FRIENDS OF LAMPREY HEALTH CARE INC,NH,E,207 S MAIN ST,NEWMARKET,03857-1843,3,HE,HE,HE,E,0.0
2788,20348711,20348711201806.0,2018,CHILD HEALTH SERVICES,NH,E,145 HOLLIS ST,MANCHESTER,03101-1235,3,HE,HE,HE,E,347.0
2792,20350051,20350051201806.0,2018,COOS COUNTY FAMILY HEALTH SERVICES INC,NH,E,133 PLEASANT ST,BERLIN,03570-2006,3,HE,HE,HE,E,3437218.0
2813,20354549,20354549201806.0,2018,CHESHIRE MEDICAL CENTER,NH,E,580 COURT ST # 590,KEENE,03431-1718,3,HE,HE,EH,EH,1195644.0
2821,20358715,20358715201906.0,2019,WHITE MOUNTAIN COMMUNITY HEALTH CENTER,NH,E,298 WHITE MOUNTAIN HWY,CONWAY,03818-4204,3,HE,HE,HE,E,602377.0
2831,20360640,20360640201806.0,2018,VNA AT HCS INC,NH,E,312 MARLBORO ST,KEENE,03431-4163,3,HE,HE,HE,E,2284254.0
2847,20364637,20364637201812.0,2018,BARTLETT JACKSON AMBULANCE,NH,E,PO BOX 422,GLEN,03838-0422,3,HE,HE,HE,E,3610.0
2869,20368598,20368598201808.0,2018,HIGH HOPES FOUNDATION OF NEW HAMPSHIRE INC,NH,E,12 MURPHY DR STE 106,NASHUA,03062-1935,3,HE,HE,HE,E,4371.0
2902,20389434,20389434201812.0,2018,STRAFFORD HEALTH ALLIANCE,NH,E,200 ROUTE 108 STE 3,SOMERSWORTH,03878-1119,3,HE,HE,HE,E,0.0
2904,20391160,20391160201812.0,2018,OPTIONS FOR WOMEN A PREGNANCY HELP CENTER,NH,E,120 WASHINGTON ST STE LL01,ROCHESTER,03839-5539,3,HE,HE,HE,E,207123.0
2912,20395295,20395295201806.0,2018,VNA PERSONAL SERVICES INC,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2913,20395296,20395296201806.0,2018,VISITING NURSE ASSOCIATION OF MANCHESTER & SOUTHERN NEW HAMPSHIR,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,0.0
2916,20397338,20397338201809.0,2018,VALLEY REGIONAL HEALTHCARE INC,NH,E,243 ELM ST,CLAREMONT,03743-4921,3,HE,HE,EH,EH,0.0
2921,20398896,20398896201812.0,2018,ERROL RESCUE SQUAD,NH,E,127 MAIN ST,ERROL,03579-0000,3,HE,HE,HE,E,20150.0
2936,20405369,20405369201808.0,2018,MAKE A WISH OF NEW HAMPSHIRE INC,NH,E,814 ELM ST STE 300,MANCHESTER,03101-2130,3,HE,HE,HE,E,2039767.0
2963,20419693,20419693201812.0,2018,RAYMOND AMBULANCE INC,NH,E,PO BOX 1089,RAYMOND,03077-1089,3,HE,HE,HE,E,1400.0
2967,20420789,20420789201809.0,2018,MONADNOCK HEALTH SERVICES,NH,E,452 OLD STREET RD,PETERBOROUGH,03458-1263,3,HE,HE,EH,EH,0.0
2995,20433799,20433799201807.0,2018,GREATER DERRY COMMUNITY HEALTH SERVICES INC,NH,E,14 TSIENNETO RD STE 301,DERRY,03038-1647,3,HE,HE,HE,E,286721.0
2998,20434898,20434898201812.0,2018,CARE NET PREGNANCY CENTER OF THE MONADOCK REGION,NH,E,100 WASHINGTON ST,KEENE,03431-3157,3,HE,HE,HE,E,118320.0
3008,20438264,20438264201809.0,2018,CAPITAL REGION HEALTH VENTURES CORPORATION,NH,E,250 PLEASANT ST,CONCORD,03301-7559,3,HE,HE,EH,EH,0.0
3012,20438862,20438862201809.0,2018,LAKE SUNAPEE REGION VISITING NURSE ASSOCIATION,NH,E,PO BOX 2209,NEW LONDON,03257-2209,3,HE,HE,HE,E,0.0
3013,20438863,20438863201809.0,2018,LAKE SUNAPEE COMMUNITY HEALTH SERVICES,NH,E,PO BOX 2209,NEW LONDON,03257-5415,3,HE,HE,HE,E,5813.0
3030,20444860,20444860201812.0,2018,NASHUA REGIONAL CANCER CENTER INC,NH,E,11 N SOUTHWOOD DR,NASHUA,03063-1803,3,HE,HE,EH,EH,1281.0
3035,20445306,20445306201812.0,2018,WARREN-WENTWORTH AMBULANCE SERVICE,NH,E,PO BOX 219,WARREN,03279-0219,3,HE,HE,HE,E,68136.0
3064,20452547,20452547201809.0,2018,GREAT NORTHWOODS COMMUNITY FOUNDATION,NH,E,59 PAGE HILL RD,BERLIN,03570-3531,3,HE,HE,HE,E,0.0
3070,20453814,20453814201812.0,2018,NEW HAMPSHIRE PUBLIC HEALTH ASSOCIATION,NH,E,4 PARK STSUITE 403,CONCORD,03301-0000,3,HE,HE,HE,E,275003.0
3077,20456218,20456218201809.0,2018,FOUNDATION MEDICAL PARTNERS INC,NH,E,PO BOX 3410,NASHUA,03061-3410,3,HE,HE,HE,E,0.0
3084,20458174,20458174201806.0,2018,AMOSKEAG HEALTH,NH,E,145 HOLLIS ST,MANCHESTER,03101-1235,3,HE,HE,HE,E,8796517.0
3086,20458498,20458498201812.0,2018,JAFFREY-RINDGE MEMORIAL AMBULANCE INC,NH,E,PO BOX 107,JAFFREY,03452-0107,3,HE,HE,HE,E,75524.0
3093,20460245,20460245201809.0,2018,CATHOLIC MEDICAL CENTER PHYSICIANS PRACTICE ASSOCIATES,NH,E,195 MCGREGOR STREET,MANCHESTER,03102-3748,3,HE,HE,HE,E,0.0
3103,20463444,20463444201812.0,2018,DANA L & BERTHA CLARK CHARITABLE TR,NH,E,20 TRAFALGAR SQ STE 505,NASHUA,03063-1981,3,HE,HE,HE,E,0.0
3111,20464932,20464932201806.0,2018,HOME HEALTH CARE AND COMMUNITY SERVICES INC,NH,E,312 MARLBORO ST,KEENE,03431-4163,3,HE,HE,HE,E,193971.0
3172,20483054,20483054201809.0,2018,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,NH,E,8 PROSPECT ST,NASHUA,03060-3925,3,HE,HE,EH,EH,323381.0
3181,20484978,20484978201811.0,2018,NEW HAMPSHIRE LONG TERM CARE FOUNDATION INC,NH,E,5 SHEEP DAVIS RD STE E,PEMBROKE,03275-3706,3,HE,HE,HE,E,77585.0
3192,20487172,20487172201806.0,2018,MID-STATE HEALTH CENTER,NH,E,101 BOULDER POINT DR,PLYMOUTH,03264-3170,3,HE,HE,HE,E,2174983.0
3235,20494494,20494494201809.0,2018,WEEKS MEDICAL CENTER AUXILIARY,NH,E,173 MIDDLE ST,LANCASTER,03584-3508,3,HE,HE,HE,E,500.0
3241,20495619,20495619201812.0,2018,ASSOCIATION OF MEDICAL DIRECTORS OF INFORMATION SYSTEMS,CA,E,682 PENINSULA DR,LAKE ALMANOR,96137-9556,3,HE,HE,HE,E,163500.0
3267,20500866,20500866201806.0,2018,GREATER NASHUA DENTAL CONNECTION,NH,E,31 CROSS ST,NASHUA,03064-2226,3,HE,HE,HE,E,109456.0
3279,20503184,20503184201809.0,2018,NORTH COUNTRY HEALTH CONSORTIUM,NH,E,262 COTTAGE ST STE 230,LITTLETON,03561-4143,3,HE,HE,EH,EH,5027800.0
3281,20503400,20503400201812.0,2018,NEW CREATION HEALING CENTER INC,NH,E,80 ROUTE 125,KINGSTON,03848-3535,3,HE,HE,EH,EH,34096.0
3309,20509221,20509221201809.0,2018,SOUTHERN NEW HAMPSHIRE HEALTH SYSTEM INC,NH,E,PO BOX 2014,NASHUA,03061-2014,3,HE,HE,EH,EH,0.0
3311,20509589,20509589201806.0,2018,ELLIOT PHYSICIANS NETWORK INC,NH,E,1070 HOLT AVE UNIT 1 STE 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,3022.0
3313,20509911,20509911201806.0,2018,ELLIOT HEALTH SYSTEMS,NH,E,1 ELLIOT WAY,MANCHESTER,03103-3502,3,HE,HE,EH,EH,0.0
3324,20511736,20511736201812.0,2018,CHARLESTOWN AMBULANCE ATTENDANTS ASSOCIATION,NH,E,PO BOX 369,CHARLESTOWN,03603-0369,3,HE,HE,HE,E,6442.0
3327,20512229,20512229201806.0,2018,MARY AND JOHN ELLIOT CHARITABLE FOUNDATION,NH,E,1070 HOLT AVE UNIT 1 # 2100,MANCHESTER,03109-5603,3,HE,HE,HE,E,5117551.0
3359,20517710,20517710201812.0,2018,DEVON NICOLES HOUSE INC,MA,E,28 STATE STREET,BOSTON,02109-1775,3,HE,HE,HE,E,700.0
3374,20519436,20519436201809.0,2018,ALLIANCE AMBULATORY SERVICES,NH,E,100 MCGREGOR ST,MANCHESTER,03102-3730,3,HE,HE,HE,E,0.0
3453,20532273,20532273201812.0,2018,UNITED EMERGENCY RESPONSE SERVICES INC,NY,E,71 GROVE ST,GLENWOOD LNDG,11547-3006,3,HE,HE,HE,E,0.0
3473,20536768,20536768201812.0,2018,POSITIVE EXPOSURE PRODUCTIONS INC,NY,E,43 EAST 20TH ST 6TH FLR,NEW YORK,10003-1343,3,HE,HE,HE,E,164351.0
3492,20542526,20542526201812.0,2018,HEALTH INFORMATION RESEARCH INC,FL,E,17028 SEAFORD WAY,BRADENTON,34202-9220,3,HE,HE,HE,E,2675.0
3519,20547475,20547475201812.0,2018,CHASDEI RIVKA ROCHEL INC,NJ,E,227 PRIVATE WAY,LAKEWOOD,08701-2573,3,HE,HE,HE,E,19600.0
3553,20554604,20554604201812.0,2018,WASHINGTON INFORMATION NETWORK 2-1-1,WA,E,304 W LINCOLN AVE,YAKIMA,98902-2656,3,HE,HE,HE,E,955737.0
3573,20560511,20560511201812.0,2018,CENTER FOR HEALING AND HOPE,IN,E,PO BOX 195,GOSHEN,46527-0195,3,HE,HE,HE,E,925445.0
3582,20564689,20564689201812.0,2018,INSTITUTE FOR MEDICATION ACCESS AND COMPLIANCE,NJ,E,PO BOX 2156,FLEMINGTON,08822-2156,3,HE,HE,HE,E,28997.0
3593,20568159,20568159201812.0,2018,CABRINI CARE AT HOME,NY,E,115 BROADWAY,DOBBS FERRY,,3,HE,HE,HE,E,0.0
3616,20575163,20575163201902.0,2019,WALNUT STREET COMMUNITY HEALTH CENTER INC,MD,E,201 S CLEVELAND AVE,HAGERSTOWN,21740-5745,3,HE,HE,HE,E,2219236.0
3650,20583565,20583565201812.0,2018,CULLMAN REGIONAL MEDICAL CENTER EMPLOYEE BENEVOLENT FUND,AL,E,PO BOX 1108,CULLMAN,35056-1108,3,HE,HE,HE,E,56753.0
3655,20585175,20585175201809.0,2018,WASHTENAW HEALTH PLAN CORPORATION,MI,E,555 TOWNER ST,YPSILANTI,48198-5723,3,HE,HE,EH,EH,192250.0
3688,20594872,20594872201812.0,2018,POCONO MOUNTAIN REGIONAL EMERGENCY MEDICAL SERVICES INC,PA,E,135 TEGAWITHA RD,TOBYHANNA,18466-7796,3,HE,HE,HE,E,902760.0
3705,20598440,20598440201809.0,2018,GEORGETOWN HOSPITAL SYSTEM,SC,E,606 BLACK RIVER RD,GEORGETOWN,29440-3304,3,HE,HE,EH,EH,0.0
3738,20606825,20606825201812.0,2018,A COMMUNITY OF TRANSFORMATION INC,MD,E,PO BOX 1394,SEVERNA PARK,21146-8394,3,HE,HE,HE,E,13775.0
3746,20608866,20608866201812.0,2018,VERMONT PUBLIC HEALTH ASSOCIATION INC,VT,E,PO BOX 732,BURLINGTON,05402-0732,3,HE,HE,HE,E,21375.0
3753,20610655,20610655201812.0,2018,HEALTHY COMMUNITIES COALITION OF LYON AND STOREY COUNTIES,NV,E,PO BOX 517,DAYTON,89403-0517,3,HE,HE,HE,E,2220420.0
3766,20613686,20613686201812.0,2018,YOUTH EMERGENCY SERVICE FOUNDATION,WY,E,PO BOX 2151,GILLETTE,82717-2151,3,HE,HE,HE,E,79023.0
3913,20654930,20654930201812.0,2018,ALL ABOUT WOMEN INC,TN,E,2817 WEST END AVE STE 126 # 103,NASHVILLE,37203-1453,3,HE,HE,HE,E,15098.0
3925,20658463,20658463201812.0,2018,ASHA-JYOTHI,VA,E,13760 HENRY POND CT,CHANTILLY,20151-2351,3,HE,HE,HE,E,353680.0
3935,20660689,20660689201808.0,2018,TSA-B REGIONAL ADVISORY COUNCIL BRAC,TX,E,PO BOX 53597,LUBBOCK,79453-3597,3,HE,HE,HE,E,436643.0
3948,20663908,20663908201812.0,2018,SKAALEN VILLAGE INC,WI,E,400 N MORRIS ST,STOUGHTON,53589-1857,3,HE,HE,HE,E,0.0
3984,20676746,20676746201806.0,2018,SOUTHERN COLORADO RETAC INC,CO,E,PO BOX 9271,PUEBLO,81008-9271,3,HE,HE,HE,E,0.0
4044,20692996,20692996201809.0,2018,STEPHENS COUNTY EMERGENCY PHYSICIANS INC,GA,E,163 HOSPITAL DR,TOCCOA,30577-6820,3,HE,HE,HE,E,0.0
4046,20693325,20693325201812.0,2018,LA CASA DE SALUD INC,NY,E,311 E 175TH ST,BRONX,10457-5848,3,HE,HE,HE,E,6474498.0
4073,20701782,20701782201806.0,2018,ATLANTICARE PHYSICIAN GROUP PA,NJ,E,2500 ENGLISH CREEK RD BLDG 500,EGG HARBOR TWNSHIP,08234-5549,3,HE,HE,HE,E,0.0
4083,20703686,20703686201812.0,2018,BEACON CHRISTIAN COMMUNITY HEALTH CENTER INC,NY,E,2079 FOREST AVE,STATEN ISLAND,10303-1865,3,HE,HE,HE,E,1810394.0
4123,20714551,20714551201812.0,2018,HEALTH AND LIFE ORGANIZATION INC,CA,E,3030 EXPLORER DRIVE,SACRAMENTO,95827-2728,3,HE,HE,HE,E,1295256.0
4132,20718418,20718418201812.0,2018,NACO WELLNESS INITIATIVE,AZ,E,PO BOX 1648,BISBEE,85603-2648,3,HE,HE,HE,E,48838.0
4221,20751416,20751416201812.0,2018,CMAP EXPRESS,LA,E,1101 4TH ST STE 300,ALEXANDRIA,71301-8311,3,HE,HE,HE,E,745218.0
4226,20751906,20751906201812.0,2018,CALIFORNIA HEALTH CARE COALITION,CA,E,1843 HOTEL CIRCLE SOUTH 3RD FLOOR,SAN DIEGO,92108-3320,3,HE,HE,HE,E,0.0
4232,20753921,20753921201806.0,2018,MONROE COMMUNITY AMBULANCE,MI,E,1200 STATE CIR,ANN ARBOR,48108-1691,3,HE,HE,HE,E,14889.0
4240,20755960,20755960201812.0,2018,SOUTH BEACH NURSING AND REHABILITATION CENTER INC,FL,E,16855 NE 2ND AVE UNIT N400,N MIAMI BEACH,33162-1744,3,HE,HE,HE,E,0.0
4286,20777195,20777195201812.0,2018,BLUE RIDGE HEALTHCARE MEDICAL GROUP INC,NC,E,2201 S STERLING ST,MORGANTON,28655-4044,3,HE,HE,HE,E,13086.0
4378,20813294,20813294201812.0,2018,HARRISONBURG COMMUNITY HEALTH CENTER INC,VA,E,PO BOX 308,HARRISONBURG,22803-0308,3,HE,HE,HE,E,2578098.0
4390,26003974,26003974201812.0,2018,TRUST U/W JAMES L DOW FBO ST ANDREWS HOSPITAL CONCORD NATIONAL,RI,E,1 CITIZENS BANK WAY JCB115,JOHNSTON,02919-1922,3,HE,HE,HE,E,0.0
4403,26005439,26005439201812.0,2018,BALCH HOSPITAL U/W EMELINE R BALCH,RI,E,ONE CITIZENS BANK WAY JCB115,JOHNSTON,02919-1922,3,HE,HE,HE,E,0.0
4407,26005989,26005989201812.0,2018,NUTT HOSPITAL ASSOCIATION,NH,E,20 TRAFALGAR SQ STE 202,NASHUA,03063-4903,3,HE,HE,HE,E,0.0
4408,26006214,26006214201906.0,2019,ELLIOT HOSPITAL ASSOCIATES,NH,E,1 ELLIOT WAY,MANCHESTER,03103-3599,3,HE,HE,HE,E,1235.0
4416,26008048,26008048201808.0,2018,HOSPITAL AND COMMUNITY AID ASSOCIATION INC,NH,E,PO BOX 1377,WOLFEBORO,03894-1377,3,HE,HE,HE,E,900.0
4462,26016061,26016061201812.0,2018,LAKES REGION GENERAL HOSPITAL AUXILLARY,NH,E,C/O DONALD LOCKWOOD 8 TAYLOR ST,LACONIA,03246-0000,3,HE,HE,HE,E,1125.0
4477,26037050,26037050201803.0,2018,PENACOOK CIVIL DEFENSE RESCUE SQUAD,NH,E,1 OAK ST,BOSCAWEN,03303-1211,3,HE,HE,HE,E,113390.0
4487,26167634,26167634201809.0,2018,CONSOLATA HEALTHCARE FOUNDATION,TX,E,499 10TH ST,FLORESVILLE,78114-3175,3,HE,HE,HE,E,4139.0
4493,30107300,30107300201809.0,2018,BRATTLEBORO MEMORIAL HOSPITAL,VT,E,17 BELMONT AVENUE,BRATTLEBORO,05301-7601,3,HE,HE,EH,EH,1279213.0
