"2010 SOC Code","O*NET-SOC 2010 Code","O*NET-SOC 2010 Title","2010 SOC Title","education_STW","knowledge_STW","rothwell_STW","Occupation 2010 Description","2010 Census Code"
"51-4051","51-4051.00","Metal-Refining Furnace Operators and Tenders","Metal-Refining Furnace Operators and Tenders",1,0,0,NA,NA
"51-4052","51-4052.00","Pourers and Casters, Metal","Pourers and Casters, Metal",1,0,0,NA,NA
"51-4061","51-4061.00","Model Makers, Metal and Plastic","Model Makers, Metal and Plastic",1,1,1,NA,NA
"51-4062","51-4062.00","Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic",1,1,1,NA,NA
"51-4071","51-4071.00","Foundry Mold and Coremakers","Foundry Mold and Coremakers",1,0,0,NA,NA
"51-4072","51-4072.00","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,NA,NA
"51-4081","51-4081.00","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1,1,1,"Multiple machine tool setters, operators, and tenders, metal and plastic","8120"
"51-4111","51-4111.00","Tool and Die Makers","Tool and Die Makers",1,1,1,"Tool and die makers","8130"
"51-4121","51-4121.06","Welders, Cutters, and Welder Fitters","Welders, Cutters, Solderers, and Brazers",1,0,0,NA,NA
"51-4121","51-4121.07","Solderers and Brazers","Welders, Cutters, Solderers, and Brazers",1,0,0,NA,NA
"51-4121","51-4121.00","Welders, Cutters, Solderers, and Brazers","Welders, Cutters, Solderers, and Brazers",1,0,0,NA,NA
"51-4122","51-4122.00","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1,0,0,NA,NA
"51-4191","51-4191.00","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Heat treating equipment setters, operators, and tenders, metal and plastic","8150"
"51-4192","51-4192.00","Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic",1,1,1,"Layout workers, metal and plastic","8160"
"51-4193","51-4193.00","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",1,0,0,"Plating and coating machine setters, operators, and tenders, metal and plastic","8200"
"51-4194","51-4194.00","Tool Grinders, Filers, and Sharpeners","Tool Grinders, Filers, and Sharpeners",1,0,0,"Tool grinders, filers, and sharpeners","8210"
"51-4199","51-4199.00","Metal Workers and Plastic Workers, All Other","Metal Workers and Plastic Workers, All Other",NA,NA,NA,"Metal workers and plastic workers, all other","8220"
"51-5111","51-5111.00","Prepress Technicians and Workers","Prepress Technicians and Workers",1,1,1,"Prepress technicians and workers","8250"
"51-5112","51-5112.00","Printing Press Operators","Printing Press Operators",NA,0,0,"Printing press operators","8255"
"51-5113","51-5113.00","Print Binding and Finishing Workers","Print Binding and Finishing Workers",NA,0,0,"Print binding and finishing workers","8256"
"51-6011","51-6011.00","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers",1,0,0,"Laundry and dry-cleaning workers","8300"
"51-6021","51-6021.00","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",1,0,0,"Pressers, textile, garment, and related materials","8310"
"51-6031","51-6031.00","Sewing Machine Operators","Sewing Machine Operators",1,0,0,"Sewing machine operators","8320"
"51-6041","51-6041.00","Shoe and Leather Workers and Repairers","Shoe and Leather Workers and Repairers",1,0,0,"Shoe and leather workers and repairers","8330"
"51-6042","51-6042.00","Shoe Machine Operators and Tenders","Shoe Machine Operators and Tenders",1,0,0,"Shoe machine operators and tenders","8340"
"51-6051","51-6051.00","Sewers, Hand","Sewers, Hand",1,0,0,NA,NA
"51-6052","51-6052.00","Tailors, Dressmakers, and Custom Sewers","Tailors, Dressmakers, and Custom Sewers",1,0,0,NA,NA
"51-6061","51-6061.00","Textile Bleaching and Dyeing Machine Operators and Tenders","Textile Bleaching and Dyeing Machine Operators and Tenders",1,0,0,"Textile bleaching and dyeing machine operators and tenders","8360"
"51-6062","51-6062.00","Textile Cutting Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders",1,0,0,"Textile cutting machine setters, operators, and tenders","8400"
"51-6063","51-6063.00","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1,0,0,"Textile knitting and weaving machine setters, operators, and tenders","8410"
"51-6064","51-6064.00","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1,0,0,"Textile winding, twisting, and drawing out machine setters, operators, and tenders","8420"
"51-6091","51-6091.00","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1,0,0,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers","8430"
"51-6092","51-6092.00","Fabric and Apparel Patternmakers","Fabric and Apparel Patternmakers",1,0,0,"Fabric and apparel patternmakers","8440"
"51-6093","51-6093.00","Upholsterers","Upholsterers",1,0,0,"Upholsterers","8450"
"51-6099","51-6099.00","Textile, Apparel, and Furnishings Workers, All Other","Textile, Apparel, and Furnishings Workers, All Other",NA,NA,NA,"Textile, apparel, and furnishings workers, all other","8460"
"51-7011","51-7011.00","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",1,0,0,"Cabinetmakers and bench carpenters","8500"
"51-7021","51-7021.00","Furniture Finishers","Furniture Finishers",1,0,0,"Furniture finishers","8510"
"51-7031","51-7031.00","Model Makers, Wood","Model Makers, Wood",1,1,1,NA,NA
"51-7032","51-7032.00","Patternmakers, Wood","Patternmakers, Wood",1,1,1,NA,NA
"51-7041","51-7041.00","Sawing Machine Setters, Operators, and Tenders, Wood","Sawing Machine Setters, Operators, and Tenders, Wood",1,0,0,"Sawing machine setters, operators, and tenders, wood","8530"
"51-7042","51-7042.00","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1,0,0,"Woodworking machine setters, operators, and tenders, except sawing","8540"
"51-7099","51-7099.00","Woodworkers, All Other","Woodworkers, All Other",NA,NA,NA,"Woodworkers, all other","8550"
"51-8011","51-8011.00","Nuclear Power Reactor Operators","Nuclear Power Reactor Operators",1,1,1,NA,NA
"51-8012","51-8012.00","Power Distributors and Dispatchers","Power Distributors and Dispatchers",1,0,0,NA,NA
"51-8013","51-8013.00","Power Plant Operators","Power Plant Operators",1,0,0,NA,NA
"51-8021","51-8021.00","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",1,1,1,"Stationary engineers and boiler operators","8610"
"51-8031","51-8031.00","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",1,1,1,"Water and wastewater treatment plant and system operators","8620"
"51-8091","51-8091.00","Chemical Plant and System Operators","Chemical Plant and System Operators",1,1,1,NA,NA
"51-8092","51-8092.00","Gas Plant Operators","Gas Plant Operators",1,1,1,NA,NA
"51-8093","51-8093.00","Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, and Gaugers",1,0,0,NA,NA
"51-8099","51-8099.01","Biofuels Processing Technicians","Plant and System Operators, All Other",NA,NA,NA,NA,NA
"51-8099","51-8099.02","Methane/Landfill Gas Generation System Technicians","Plant and System Operators, All Other",NA,NA,NA,NA,NA
"51-8099","51-8099.00","Plant and System Operators, All Other","Plant and System Operators, All Other",NA,NA,NA,NA,NA
"51-8099","51-8099.03","Biomass Plant Technicians","Plant and System Operators, All Other",NA,NA,NA,NA,NA
"51-8099","51-8099.04","Hydroelectric Plant Technicians","Plant and System Operators, All Other",NA,NA,NA,NA,NA
"51-9011","51-9011.00","Chemical Equipment Operators and Tenders","Chemical Equipment Operators and Tenders",1,0,0,NA,NA
"51-9012","51-9012.00","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1,0,0,NA,NA
"51-9021","51-9021.00","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1,1,1,NA,NA
"51-9022","51-9022.00","Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hand",1,0,0,NA,NA
"51-9023","51-9023.00","Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tenders",1,0,0,NA,NA
"51-9031","51-9031.00","Cutters and Trimmers, Hand","Cutters and Trimmers, Hand",1,0,0,NA,NA
"51-9032","51-9032.00","Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting and Slicing Machine Setters, Operators, and Tenders",1,0,0,NA,NA
"51-9041","51-9041.00","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1,0,0,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders","8720"
"51-9051","51-9051.00","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1,1,1,"Furnace, kiln, oven, drier, and kettle operators and tenders","8730"
"51-9061","51-9061.00","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",1,0,0,"Inspectors, testers, sorters, samplers, and weighers","8740"
"51-9071","51-9071.00","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",1,0,0,"Jewelers and precious stone and metal workers","8750"
"51-9071","51-9071.07","Precious Metal Workers","Jewelers and Precious Stone and Metal Workers",1,0,0,"Jewelers and precious stone and metal workers","8750"
"51-9071","51-9071.01","Jewelers","Jewelers and Precious Stone and Metal Workers",1,0,0,"Jewelers and precious stone and metal workers","8750"
"51-9071","51-9071.06","Gem and Diamond Workers","Jewelers and Precious Stone and Metal Workers",1,0,0,"Jewelers and precious stone and metal workers","8750"
"51-9081","51-9081.00","Dental Laboratory Technicians","Dental Laboratory Technicians",1,0,0,NA,NA
"51-9082","51-9082.00","Medical Appliance Technicians","Medical Appliance Technicians",1,1,1,NA,NA
"51-9083","51-9083.00","Ophthalmic Laboratory Technicians","Ophthalmic Laboratory Technicians",1,0,0,NA,NA
"51-9111","51-9111.00","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders",1,0,0,"Packaging and filling machine operators and tenders","8800"
"51-9121","51-9121.00","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1,0,0,NA,NA
"51-9122","51-9122.00","Painters, Transportation Equipment","Painters, Transportation Equipment",1,0,0,NA,NA
"51-9123","51-9123.00","Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers",1,0,0,NA,NA
"51-9141","51-9141.00","Semiconductor Processors","Semiconductor Processors",1,0,0,"Semiconductor processors","8840"
"51-9151","51-9151.00","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators",NA,0,0,"Photographic process workers and processing machine operators","8830"
"51-9191","51-9191.00","Adhesive Bonding Machine Operators and Tenders","Adhesive Bonding Machine Operators and Tenders",1,0,0,"Adhesive bonding machine operators and tenders","8850"
"51-9192","51-9192.00","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1,0,0,"Cleaning, washing, and metal pickling equipment operators and tenders","8860"
"51-9193","51-9193.00","Cooling and Freezing Equipment Operators and Tenders","Cooling and Freezing Equipment Operators and Tenders",1,1,1,"Cooling and freezing equipment operators and tenders","8900"
"51-9194","51-9194.00","Etchers and Engravers","Etchers and Engravers",1,0,0,"Etchers and engravers","8910"
"51-9195","51-9195.07","Molding and Casting Workers","Molders, Shapers, and Casters, Except Metal and Plastic",1,0,0,"Molders, shapers, and casters, except metal and plastic","8920"
"51-9195","51-9195.05","Potters, Manufacturing","Molders, Shapers, and Casters, Except Metal and Plastic",1,0,0,"Molders, shapers, and casters, except metal and plastic","8920"
"51-9195","51-9195.04","Glass Blowers, Molders, Benders, and Finishers","Molders, Shapers, and Casters, Except Metal and Plastic",1,0,0,"Molders, shapers, and casters, except metal and plastic","8920"
"51-9195","51-9195.03","Stone Cutters and Carvers, Manufacturing","Molders, Shapers, and Casters, Except Metal and Plastic",1,0,0,"Molders, shapers, and casters, except metal and plastic","8920"
"51-9195","51-9195.00","Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",1,0,0,"Molders, shapers, and casters, except metal and plastic","8920"
"51-9196","51-9196.00","Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, and Tenders",1,0,0,"Paper goods machine setters, operators, and tenders","8930"
"51-9197","51-9197.00","Tire Builders","Tire Builders",1,0,0,"Tire builders","8940"
"51-9198","51-9198.00","Helpers--Production Workers","Helpers--Production Workers",1,0,0,"Helpers--production workers","8950"
"51-9199","51-9199.00","Production Workers, All Other","Production Workers, All Other",NA,NA,NA,"Production workers, all other","8965"
"51-9199","51-9199.01","Recycling and Reclamation Workers","Production Workers, All Other",NA,NA,NA,"Production workers, all other","8965"
"53-1011","53-1011.00","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors",1,0,0,NA,NA
"53-1021","53-1021.00","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1,0,0,NA,NA
"53-1021","53-1021.01","Recycling Coordinators","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1,0,0,NA,NA
"53-1031","53-1031.00","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",1,1,1,NA,NA
"53-2011","53-2011.00","Airline Pilots, Copilots, and Flight Engineers","Airline Pilots, Copilots, and Flight Engineers",0,0,0,NA,NA
"53-2012","53-2012.00","Commercial Pilots","Commercial Pilots",1,1,1,NA,NA
"53-2021","53-2021.00","Air Traffic Controllers","Air Traffic Controllers",1,0,0,NA,NA
"53-2022","53-2022.00","Airfield Operations Specialists","Airfield Operations Specialists",1,0,0,NA,NA
"53-2031","53-2031.00","Flight Attendants","Flight Attendants",1,0,0,"Flight attendants","9050"
"53-3011","53-3011.00","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1,0,0,"Ambulance drivers and attendants, except emergency medical technicians","9110"
"53-3021","53-3021.00","Bus Drivers, Transit and Intercity","Bus Drivers, Transit and Intercity",1,0,0,NA,NA
"53-3022","53-3022.00","Bus Drivers, School or Special Client","Bus Drivers, School or Special Client",1,0,0,NA,NA
"53-3031","53-3031.00","Driver/Sales Workers","Driver/Sales Workers",1,0,0,NA,NA
"53-3032","53-3032.00","Heavy and Tractor-Trailer Truck Drivers","Heavy and Tractor-Trailer Truck Drivers",1,0,0,NA,NA
"53-3033","53-3033.00","Light Truck or Delivery Services Drivers","Light Truck or Delivery Services Drivers",1,0,0,NA,NA
"53-3041","53-3041.00","Taxi Drivers and Chauffeurs","Taxi Drivers and Chauffeurs",1,0,0,"Taxi drivers and chauffeurs","9140"
"53-3099","53-3099.00","Motor Vehicle Operators, All Other","Motor Vehicle Operators, All Other",NA,NA,NA,"Motor vehicle operators, all other","9150"
"53-4011","53-4011.00","Locomotive Engineers","Locomotive Engineers",1,0,0,"Subway, streetcar, and other rail transportation workers","9260"
"53-4012","53-4012.00","Locomotive Firers","Locomotive Firers",1,0,0,"Subway, streetcar, and other rail transportation workers","9260"
"53-4013","53-4013.00","Rail Yard Engineers, Dinkey Operators, and Hostlers","Rail Yard Engineers, Dinkey Operators, and Hostlers",1,0,0,"Subway, streetcar, and other rail transportation workers","9260"
"53-4021","53-4021.00","Railroad Brake, Signal, and Switch Operators","Railroad Brake, Signal, and Switch Operators",1,0,0,"Railroad brake, signal, and switch operators","9230"
"53-4031","53-4031.00","Railroad Conductors and Yardmasters","Railroad Conductors and Yardmasters",1,0,0,"Railroad conductors and yardmasters","9240"
"53-4041","53-4041.00","Subway and Streetcar Operators","Subway and Streetcar Operators",1,0,0,"Subway, streetcar, and other rail transportation workers","9260"
"53-4099","53-4099.00","Rail Transportation Workers, All Other","Rail Transportation Workers, All Other",NA,NA,NA,"Subway, streetcar, and other rail transportation workers","9260"
"53-5011","53-5011.00","Sailors and Marine Oilers","Sailors and Marine Oilers",1,1,1,"Sailors and marine oilers","9300"
"53-5021","53-5021.03","Pilots, Ship","Captains, Mates, and Pilots of Water Vessels",1,0,0,NA,NA
"53-5021","53-5021.01","Ship and Boat Captains","Captains, Mates, and Pilots of Water Vessels",1,0,0,NA,NA
"53-5021","53-5021.02","Mates- Ship, Boat, and Barge","Captains, Mates, and Pilots of Water Vessels",1,0,0,NA,NA
"53-5021","53-5021.00","Captains, Mates, and Pilots of Water Vessels","Captains, Mates, and Pilots of Water Vessels",1,0,0,NA,NA
"53-5022","53-5022.00","Motorboat Operators","Motorboat Operators",1,0,0,NA,NA
"53-5031","53-5031.00","Ship Engineers","Ship Engineers",1,1,1,"Ship engineers","9330"
"53-6011","53-6011.00","Bridge and Lock Tenders","Bridge and Lock Tenders",1,0,0,"Bridge and lock tenders","9340"
"53-6021","53-6021.00","Parking Lot Attendants","Parking Lot Attendants",1,0,0,"Parking lot attendants","9350"
"53-6031","53-6031.00","Automotive and Watercraft Service Attendants","Automotive and Watercraft Service Attendants",1,0,0,"Automotive and watercraft service attendants","9360"
"53-6041","53-6041.00","Traffic Technicians","Traffic Technicians",0,1,0,"Other transportation workers","9420"
"53-6051","53-6051.01","Aviation Inspectors","Transportation Inspectors",1,1,1,"Transportation inspectors","9410"
"53-6051","53-6051.07","Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation","Transportation Inspectors",1,1,1,"Transportation inspectors","9410"
"53-6051","53-6051.08","Freight and Cargo Inspectors","Transportation Inspectors",1,1,1,"Transportation inspectors","9410"
"53-6051","53-6051.00","Transportation Inspectors","Transportation Inspectors",1,1,1,"Transportation inspectors","9410"
"53-6061","53-6061.00","Transportation Attendants, Except Flight Attendants","Transportation Attendants, Except Flight Attendants",1,0,0,"Transportation attendants, except flight attendants","9415"
"53-6099","53-6099.00","Transportation Workers, All Other","Transportation Workers, All Other",NA,NA,NA,"Other transportation workers","9420"
"53-7011","53-7011.00","Conveyor Operators and Tenders","Conveyor Operators and Tenders",1,1,1,"Conveyor operators and tenders","9500"
"53-7021","53-7021.00","Crane and Tower Operators","Crane and Tower Operators",1,1,1,"Crane and tower operators","9510"
"53-7031","53-7031.00","Dredge Operators","Dredge Operators",1,1,1,NA,NA
"53-7032","53-7032.00","Excavating and Loading Machine and Dragline Operators","Excavating and Loading Machine and Dragline Operators",1,0,0,NA,NA
"53-7033","53-7033.00","Loading Machine Operators, Underground Mining","Loading Machine Operators, Underground Mining",1,1,1,NA,NA
"53-7041","53-7041.00","Hoist and Winch Operators","Hoist and Winch Operators",1,0,0,"Hoist and winch operators","9560"
"53-7051","53-7051.00","Industrial Truck and Tractor Operators","Industrial Truck and Tractor Operators",1,0,0,"Industrial truck and tractor operators","9600"
"53-7061","53-7061.00","Cleaners of Vehicles and Equipment","Cleaners of Vehicles and Equipment",1,0,0,"Cleaners of vehicles and equipment","9610"
"53-7062","53-7062.00","Laborers and Freight, Stock, and Material Movers, Hand","Laborers and Freight, Stock, and Material Movers, Hand",1,0,0,"Laborers and freight, stock, and material movers, hand","9620"
"53-7063","53-7063.00","Machine Feeders and Offbearers","Machine Feeders and Offbearers",1,0,0,"Machine feeders and offbearers","9630"
"53-7064","53-7064.00","Packers and Packagers, Hand","Packers and Packagers, Hand",1,0,0,"Packers and packagers, hand","9640"
"53-7071","53-7071.00","Gas Compressor and Gas Pumping Station Operators","Gas Compressor and Gas Pumping Station Operators",1,1,1,NA,NA
"53-7072","53-7072.00","Pump Operators, Except Wellhead Pumpers","Pump Operators, Except Wellhead Pumpers",1,1,1,NA,NA
"53-7073","53-7073.00","Wellhead Pumpers","Wellhead Pumpers",1,1,1,NA,NA
"53-7081","53-7081.00","Refuse and Recyclable Material Collectors","Refuse and Recyclable Material Collectors",1,0,0,"Refuse and recyclable material collectors","9720"
"53-7111","53-7111.00","Mine Shuttle Car Operators","Mine Shuttle Car Operators",1,0,0,"Mine shuttle car operators","9730"
"53-7121","53-7121.00","Tank Car, Truck, and Ship Loaders","Tank Car, Truck, and Ship Loaders",1,1,1,"Tank car, truck, and ship loaders","9740"
"53-7199","53-7199.00","Material Moving Workers, All Other","Material Moving Workers, All Other",NA,NA,NA,"Material moving workers, all other","9750"
"55-1011","55-1011.00","Air Crew Officers","Air Crew Officers",NA,NA,NA,NA,NA
"55-1012","55-1012.00","Aircraft Launch and Recovery Officers","Aircraft Launch and Recovery Officers",NA,NA,NA,NA,NA
"55-1013","55-1013.00","Armored Assault Vehicle Officers","Armored Assault Vehicle Officers",NA,NA,NA,NA,NA
"55-1014","55-1014.00","Artillery and Missile Officers","Artillery and Missile Officers",NA,NA,NA,NA,NA
"55-1015","55-1015.00","Command and Control Center Officers","Command and Control Center Officers",NA,NA,NA,NA,NA
"55-1016","55-1016.00","Infantry Officers","Infantry Officers",NA,NA,NA,NA,NA
"55-1017","55-1017.00","Special Forces Officers","Special Forces Officers",NA,NA,NA,NA,NA
"55-1019","55-1019.00","Military Officer Special and Tactical Operations Leaders, All Other","Military Officer Special and Tactical Operations Leaders, All Other",NA,NA,NA,NA,NA
"55-2011","55-2011.00","First-Line Supervisors of Air Crew Members","First-Line Supervisors of Air Crew Members",NA,NA,NA,NA,NA
"55-2012","55-2012.00","First-Line Supervisors of Weapons Specialists/Crew Members","First-Line Supervisors of Weapons Specialists/Crew Members",NA,NA,NA,NA,NA
"55-2013","55-2013.00","First-Line Supervisors of All Other Tactical Operations Specialists","First-Line Supervisors of All Other Tactical Operations Specialists",NA,NA,NA,NA,NA
"55-3011","55-3011.00","Air Crew Members","Air Crew Members",NA,NA,NA,NA,NA
"55-3012","55-3012.00","Aircraft Launch and Recovery Specialists","Aircraft Launch and Recovery Specialists",NA,NA,NA,NA,NA
"55-3013","55-3013.00","Armored Assault Vehicle Crew Members","Armored Assault Vehicle Crew Members",NA,NA,NA,NA,NA
"55-3014","55-3014.00","Artillery and Missile Crew Members","Artillery and Missile Crew Members",NA,NA,NA,NA,NA
"55-3015","55-3015.00","Command and Control Center Specialists","Command and Control Center Specialists",NA,NA,NA,NA,NA
"55-3016","55-3016.00","Infantry","Infantry",NA,NA,NA,NA,NA
"55-3017","55-3017.00","Radar and Sonar Technicians","Radar and Sonar Technicians",NA,NA,NA,NA,NA
"55-3018","55-3018.00","Special Forces","Special Forces",NA,NA,NA,NA,NA
"55-3019","55-3019.00","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other","Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",NA,NA,NA,NA,NA
